state,county,total_votes,dem_votes,rep_votes,other_votes,dem_share,east_west
MO,Jefferson County,105704,53467,50804,1433,51.28,west
KY,Boyd County,20670,8886,11430,354,43.74,east
KY,Carter County,9813,4316,5252,245,45.11,east
UT,San Juan County,5130,2406,2638,86,47.70,west
KY,Scott County,19730,7712,11782,236,39.56,east
VA,Harrisonburg City,14675,8444,6048,183,58.27,east
VA,Greene County,8260,3174,4980,106,38.93,east
VA,Augusta County,33338,9825,23120,393,29.82,east
IL,Jefferson County,17141,7462,9302,377,44.51,east
MO,Bates County,8283,3271,4833,179,40.36,west
NV,Esmeralda County,427,104,303,20,25.58,west
KY,Nicholas County,2970,1272,1634,64,43.77,east
CO,Saguache County,2747,1730,953,64,64.48,west
MD,Worcester County,27346,11374,15607,365,42.15,east
CA,Tuolumne County,27181,11532,14988,661,43.49,west
KS,Coffey County,4232,1121,3054,57,26.85,west
MO,Miller County,11535,3553,7797,185,31.30,west
IN,Crawford County,4744,2286,2393,65,48.88,east
IN,Harrison County,18091,7288,10551,252,40.87,east
WV,Wayne County,15426,6137,8947,342,40.68,east
IN,Floyd County,36527,16263,19957,307,44.90,east
VA,King George County,10474,4473,5888,113,43.17,east
KY,Rowan County,8154,4074,3907,173,51.04,east
VA,Orange County,15801,7107,8506,188,45.52,east
KS,Anderson County,3626,1175,2362,89,33.22,west
KS,Linn County,4617,1425,3086,106,31.59,west
KY,Jefferson County,353892,196435,153957,3500,56.07,east
VA,Spotsylvania County,54069,24897,28610,562,46.53,east
WV,Lincoln County,6835,3029,3637,169,45.44,east
KY,Franklin County,24079,11767,11911,401,49.69,east
KY,Bourbon County,8330,3385,4820,125,41.26,east
KY,Shelby County,18540,6871,11451,218,37.50,east
KS,Pawnee County,2867,882,1946,39,31.18,west
CO,Ouray County,3060,1636,1367,57,54.48,west
VA,Fredericksburg City,9677,6155,3413,109,64.33,east
CA,Marin County,140197,109320,28384,2493,79.43,west
KY,Bath County,4543,2210,2234,99,49.73,east
CA,San Joaquin County,209349,113974,91607,3768,55.40,west
MO,Maries County,4548,1599,2853,96,35.92,west
MD,Somerset County,9924,4779,5037,108,48.69,east
VA,Albemarle County,50921,29729,20576,616,59.10,east
VA,Westmoreland County,8377,4577,3719,81,55.17,east
MO,Camden County,22133,7773,14074,286,35.58,west
KY,Lawrence County,5649,2036,3503,110,36.76,east
VA,Bath County,2432,1043,1349,40,43.61,east
CO,Prowers County,4615,1487,3043,85,32.82,west
WV,Greenbrier County,13726,5881,7567,278,43.73,east
KY,Elliott County,2515,1535,902,78,62.99,east
CO,Custer County,2629,912,1672,45,35.30,west
CO,Bent County,1920,799,1077,44,42.58,west
CO,Otero County,8064,3546,4393,125,44.67,west
IN,Perry County,8490,5141,3202,147,61.65,east
WV,Fayette County,15192,7242,7658,292,48.60,east
KS,Kearny County,1482,309,1159,14,21.05,west
KS,Finney County,10354,3275,6926,153,32.11,west
KS,Hamilton County,1096,233,844,19,21.63,west
IL,White County,7453,3315,3987,151,45.40,east
KS,Stafford County,2074,542,1495,37,26.61,west
KS,Hodgeman County,1096,211,865,20,19.61,west
IL,Hamilton County,4264,1796,2353,115,43.29,east
VA,Caroline County,12919,7163,5617,139,56.05,east
IN,Warrick County,28665,12329,16013,323,43.48,east
IN,Posey County,12771,5828,6804,139,46.11,east
WV,Boone County,8366,4529,3632,205,55.50,east
IL,Randolph County,15202,7395,7538,269,49.52,east
MO,Saint Clair County,4988,1886,2981,121,38.75,west
IL,Perry County,9995,4701,5086,208,48.03,east
MO,Crawford County,10085,3911,6007,167,39.43,west
KY,Fayette County,127639,66042,59884,1713,52.44,east
MO,Washington County,9614,4711,4706,197,50.03,west
IN,Spencer County,10181,5039,5001,141,50.20,east
KY,Meade County,11206,4343,6691,172,39.36,east
VA,Staunton City,11015,5569,5330,116,51.10,east
KY,Woodford County,12297,5027,7130,140,41.35,east
KY,Montgomery County,10331,4234,5947,150,41.59,east
KS,Harvey County,15613,6318,9006,289,41.23,west
KS,Greenwood County,2279,622,1619,38,27.75,west
KS,Reno County,26512,9916,16112,484,38.10,west
IN,Vanderburgh County,77656,39423,37512,721,51.26,east
MO,Phelps County,19438,7394,11706,338,38.71,west
UT,Garfield County,2159,405,1710,44,19.15,west
VA,Essex County,5364,2934,2379,51,55.22,east
CO,San Miguel County,4350,3349,933,68,78.17,west
VA,Louisa County,15353,6978,8182,193,46.03,east
UT,Iron County,16450,3258,12518,674,20.65,west
KY,Spencer County,8049,2519,5378,152,31.90,east
CO,Hinsdale County,599,240,344,15,41.13,west
KY,Anderson County,10552,3462,6885,205,33.46,east
IL,Franklin County,18641,8880,9404,357,48.57,east
VA,Richmond County,3745,1618,2092,35,43.61,east
MO,Sainte Genevieve County,8825,4979,3732,114,57.16,west
KY,Bullitt County,30726,10177,20102,447,33.61,east
KY,Morgan County,4379,1879,2396,104,43.95,east
KY,Clark County,15628,5749,9664,215,37.30,east
CA,Contra Costa County,451650,306983,136436,8231,69.25,west
VA,Waynesboro City,8860,3906,4815,139,44.79,east
KS,Butler County,27873,9159,18155,559,33.53,west
KS,Edwards County,1357,333,995,29,25.08,west
VA,Rockbridge County,10195,4347,5732,116,43.13,east
MO,Saint Francois County,24550,11540,12660,350,47.69,west
CA,Stanislaus County,161015,80279,77497,3239,50.92,west
MO,Hickory County,5115,2171,2850,94,43.24,west
VA,Charlottesville City,20044,15705,4078,261,79.38,east
MO,Vernon County,8878,3381,5334,163,38.79,west
KY,Menifee County,2489,1276,1155,58,52.49,east
VA,Nelson County,8133,4391,3647,95,54.63,east
KY,Breckinridge County,8522,3110,5281,131,37.06,east
KS,Woodson County,1599,512,1055,32,32.67,west
KS,Allen County,5859,2189,3552,118,38.13,west
KS,Bourbon County,6781,2394,4240,147,36.08,west
VA,Accomack County,15623,7607,7833,183,49.27,east
WV,Logan County,13464,5873,7326,265,44.50,east
VA,Northumberland County,7406,3312,4041,53,45.04,east
MO,Pulaski County,15000,5249,9552,199,35.46,west
CO,Huerfano County,3643,1989,1580,74,55.71,west
VA,Hanover County,56248,18447,37344,457,33.07,east
VA,Fluvanna County,12735,6185,6420,130,49.07,east
KY,Hardin County,39990,15650,23896,444,39.57,east
KY,Jessamine County,20214,6236,13711,267,31.26,east
KY,Johnson County,8517,2407,5948,162,28.81,east
KS,Gray County,2119,436,1643,40,20.97,west
KY,Hancock County,4144,2135,1928,81,52.54,east
WV,Raleigh County,28257,10237,17548,472,36.85,east
KY,Nelson County,18146,7654,10139,353,43.02,east
WV,Mingo County,8338,3582,4587,169,43.85,east
KY,Henderson County,19861,10049,9523,289,51.34,east
VA,King and Queen County,3705,1918,1763,24,52.11,east
CO,San Juan County,496,264,218,14,54.73,west
KY,Mercer County,10060,3159,6781,120,31.78,east
CO,Mineral County,623,270,334,19,44.69,west
KY,Martin County,3692,808,2824,60,22.25,east
VA,Alleghany County,7369,3553,3715,101,48.89,east
IL,Jackson County,25532,15248,9687,597,61.15,east
KY,Powell County,4972,2065,2837,70,42.12,east
KY,Daviess County,43622,19282,23692,648,44.87,east
KY,Madison County,32537,12392,19694,451,38.62,east
IL,Gallatin County,2859,1587,1212,60,56.70,east
KY,Washington County,5275,1890,3305,80,36.38,east
KS,Ford County,8864,2991,5730,143,34.30,west
KS,Sedgwick County,192716,82337,106849,3530,43.52,west
IL,Saline County,11428,5083,6099,246,45.46,east
VA,King William County,8388,3344,4966,78,40.24,east
MO,Dallas County,7683,2656,4895,132,35.18,west
CA,Alameda County,621029,489106,119555,12368,80.33,west
VA,Goochland County,12562,4813,7643,106,38.64,east
MO,Perry County,8647,3005,5527,115,35.22,west
MO,Cedar County,6354,2060,4194,100,32.94,west
CA,Mariposa County,9651,4100,5298,253,43.63,west
KY,Union County,6034,2804,3120,110,47.33,east
MO,Laclede County,2024,5218,10875,230,32.43,west
CO,Dolores County,1217,369,818,30,31.08,west
KY,Magoffin County,4651,2105,2434,112,46.38,east
WV,Summers County,5316,2290,2891,135,44.20,east
IL,Williamson County,30141,12589,17039,513,42.49,east
KY,Wolfe County,2968,1493,1408,67,51.46,east
KY,Estill County,5314,1555,3685,74,29.67,east
VA,Lancaster County,6938,3235,3647,56,47.01,east
CO,Rio Grande County,5444,2448,2930,66,45.55,west
CA,San Francisco County,382865,322220,52292,8353,86.01,west
MO,Polk County,13697,4553,8956,188,33.70,west
KY,Garrard County,7210,2012,5118,80,28.22,east
KS,Pratt County,4190,1294,2822,74,31.44,west
VA,Covington City,2354,1304,1020,30,56.11,east
VA,Amherst County,14700,6094,8470,136,41.84,east
CO,Las Animas County,6761,3562,3086,113,53.61,west
VA,Botetourt County,17406,5693,11471,242,33.17,east
VA,Lexington City,2479,1543,914,22,62.80,east
MO,Dent County,6868,2056,4655,157,30.64,west
WV,Wyoming County,7530,2735,4621,174,37.18,east
VA,Buckingham County,6994,3489,3428,77,50.44,east
CA,Madera County,42355,17952,23583,820,43.22,west
VA,Middlesex County,6006,2391,3545,70,40.28,east
VA,Buena Vista City,2423,1108,1282,33,46.36,east
KY,Floyd County,15659,7530,7741,388,49.31,east
CO,Alamosa County,6286,3521,2635,130,57.20,west
VA,Cumberland County,4724,2255,2418,51,48.25,east
KY,Pike County,22643,9525,12655,463,42.95,east
MO,Iron County,4414,2213,2090,111,51.43,west
KS,Stanton County,827,188,628,11,23.04,west
KY,Ohio County,9938,4059,5687,192,41.65,east
KS,Grant County,2661,635,1995,31,24.14,west
KS,Haskell County,1570,278,1277,15,17.88,west
KS,Kiowa County,1135,200,912,23,17.99,west
KS,Kingman County,3664,963,2603,98,27.00,west
KS,Wilson County,4121,1170,2850,101,29.10,west
KS,Neosho County,7192,2563,4473,156,36.43,west
KY,Larue County,6178,1913,4153,112,31.53,east
KY,Marion County,7615,3596,3842,177,48.35,east
WV,Monroe County,5575,2014,3397,164,37.22,east
KY,Lee County,2773,752,1978,43,27.55,east
KY,Boyle County,12635,4769,7701,165,38.24,east
VA,Henrico County,154966,86323,67381,1262,56.16,east
CA,San Mateo County,303292,222826,75057,5409,74.85,west
KY,Breathitt County,5030,2205,2671,154,45.22,east
VA,Powhatan County,14456,4237,10088,131,29.58,east
KY,McLean County,4422,1963,2386,73,45.13,east
KS,Crawford County,16075,7957,7735,383,50.71,west
VA,Craig County,2621,877,1695,49,34.10,east
CO,Costilla County,1697,1245,415,37,74.97,west
MO,Barton County,5948,1455,4414,79,24.79,west
KY,Webster County,5540,2390,3037,113,44.04,east
MO,Madison County,5028,2042,2897,89,41.34,west
CO,Baca County,2175,536,1572,67,25.39,west
CO,Montezuma County,11825,4661,6961,203,40.08,west
CO,La Plata County,27979,16057,11503,419,58.26,west
CA,Merced County,63808,34031,28704,1073,54.22,west
KY,Lincoln County,9151,2752,6273,126,30.49,east
VA,New Kent County,9991,3493,6385,113,35.36,east
KY,Grayson County,9903,3154,6605,144,32.32,east
VA,Bedford County,35830,11017,24420,393,31.09,east
UT,Washington County,49529,10826,37311,1392,22.49,west
KS,Elk County,1434,363,1042,29,25.83,west
MO,Reynolds County,3287,1418,1782,87,44.31,west
MO,Cape Girardeau County,37355,12208,24768,379,33.02,west
MO,Texas County,10851,3410,7215,226,32.10,west
IL,Hardin County,2255,892,1330,33,40.15,east
IL,Pope County,2231,845,1343,43,38.62,east
VA,Richmond City,93085,73623,18649,813,79.79,east
IL,Johnson County,5901,1871,3912,118,32.36,east
IL,Union County,9116,3918,5003,195,43.92,east
VA,Gloucester County,19222,6916,12089,217,36.39,east
MO,Bollinger County,5784,1690,3972,122,29.85,west
WV,Mercer County,21022,7450,13246,326,36.00,east
CA,Fresno County,272289,136706,131015,4568,51.07,west
MO,Dade County,4112,1184,2864,64,29.25,west
KY,Jackson County,5224,743,4407,74,14.42,east
KY,Hopkins County,19348,7104,11916,328,37.35,east
VA,Chesterfield County,162088,74310,86413,1365,46.24,east
VA,Appomattox County,7630,2641,4903,86,35.01,east
VA,Northampton County,6586,3800,2713,73,58.35,east
KY,Casey County,5957,1219,4679,59,20.66,east
WV,McDowell County,6430,3430,2882,118,54.34,east
KY,Crittenden County,3930,1254,2604,72,32.50,east
UT,Kane County,3154,856,2212,86,27.90,west
KY,Owsley County,1686,381,1279,26,22.95,east
KY,Rockcastle County,6274,1410,4757,107,22.86,east
VA,Buchanan County,8734,4063,4541,130,47.22,east
VA,Mathews County,5440,1934,3456,50,35.88,east
KY,Knott County,5820,2612,3070,138,45.97,east
VA,Amelia County,6529,2488,3970,71,38.53,east
VA,Charles City County,4153,2838,1288,27,68.79,east
MO,Webster County,16356,5685,10431,240,35.28,west
CA,Santa Clara County,665589,462241,190039,13309,70.82,west
KY,Taylor County,10860,3165,7568,127,29.48,east
MO,Wright County,8514,2557,5784,173,30.65,west
VA,Giles County,7795,3192,4462,141,41.70,east
KS,Cowley County,13787,5012,8492,283,37.11,west
KS,Sumner County,10337,3353,6737,247,33.23,west
KS,Meade County,1931,357,1540,34,18.82,west
KS,Clark County,1159,245,897,17,21.46,west
KS,Barber County,2462,598,1833,31,24.60,west
KY,Green County,5079,1204,3785,90,24.14,east
VA,Lynchburg City,34341,16269,17638,434,47.98,east
CA,Inyo County,8533,3743,4523,267,45.30,west
VA,James City County,38603,17352,20912,339,45.35,east
KY,Hart County,6818,2290,4397,131,34.25,east
KY,Perry County,10375,3444,6762,169,33.75,east
VA,Campbell County,25814,8091,17444,279,31.68,east
MO,Greene County,135695,56181,77683,1831,41.97,west
KY,Livingston County,4593,1622,2890,81,35.95,east
MO,Shannon County,3838,1637,2075,126,44.10,west
CO,Archuleta County,6625,2836,3638,151,43.81,west
VA,Roanoke County,50975,19812,30571,592,39.33,east
KY,Muhlenberg County,12889,6221,6447,221,49.11,east
VA,Prince Edward County,9388,5101,4174,113,55.00,east
CO,Conejos County,3874,2154,1653,67,56.56,west
KY,Butler County,5307,1555,3696,56,29.61,east
KS,Morton County,1402,229,1153,20,16.57,west
KS,Stevens County,2127,283,1815,29,13.49,west
KS,Seward County,5336,1493,3791,52,28.25,west
KS,Montgomery County,13907,4338,9309,260,31.78,west
KS,Harper County,2796,736,1999,61,26.91,west
KS,Comanche County,974,194,765,15,20.23,west
KS,Labette County,9031,3839,5001,191,43.43,west
KY,Caldwell County,6199,2212,3866,121,36.39,east
VA,York County,33897,13700,19833,364,40.86,east
MO,Jasper County,48025,15730,31667,628,33.18,west
VA,Montgomery County,40653,21031,19028,594,52.50,east
VA,Bedford City,2734,1208,1497,29,44.66,east
KY,Clay County,7364,1552,5710,102,21.37,east
KY,Pulaski County,25766,5590,19862,314,21.97,east
KS,Cherokee County,9665,3594,5886,185,37.91,west
KY,Edmonson County,5270,1652,3562,56,31.69,east
VA,Roanoke City,40772,24934,15394,444,61.82,east
IL,Massac County,7186,2693,4371,122,38.12,east
VA,Tazewell County,17061,5596,11201,264,33.32,east
IL,Alexander County,3937,2189,1692,56,56.40,east
KY,Laurel County,22500,4618,17660,222,20.73,east
IL,Pulaski County,3270,1638,1593,39,50.69,east
VA,Salem City,12406,5164,7088,154,42.15,east
KY,Leslie County,4397,766,3574,57,17.65,east
VA,Hopewell City,9524,5285,4149,90,56.02,east
MO,Wayne County,6154,2243,3784,127,37.22,west
VA,Prince George County,16006,7130,8752,124,44.90,east
VA,Williamsburg City,6787,4328,2353,106,64.78,east
KY,Adair County,7298,1668,5512,118,23.23,east
VA,Dickenson County,6753,3278,3324,151,49.65,east
KS,Chautauqua County,1852,401,1418,33,22.04,west
VA,Bland County,2959,864,2031,64,29.84,east
VA,Colonial Heights City,8849,2562,6161,126,29.37,east
VA,Nottoway County,6988,3413,3499,76,49.38,east
MO,Lawrence County,16637,5097,11263,277,31.16,west
CA,Santa Cruz County,127483,98745,25244,3494,79.65,west
VA,Dinwiddie County,12892,6246,6526,120,48.90,east
KY,Letcher County,8235,2623,5367,245,32.83,east
MO,Scott County,18026,6258,11563,205,35.12,west
VA,Charlotte County,6157,2705,3372,80,44.51,east
VA,Pulaski County,15050,5918,8857,275,40.05,east
VA,Petersburg City,15540,13774,1583,183,89.69,east
VA,Surry County,4325,2626,1663,36,61.23,east
VA,Franklin County,25401,9618,15414,369,38.42,east
KY,Ballard County,4060,1427,2537,96,36.00,east
KY,McCracken County,30754,11285,19043,426,37.21,east
VA,Newport News City,81295,51972,28667,656,64.45,east
VA,Wise County,14138,4995,8914,229,35.91,east
KY,Warren County,44145,17669,25993,483,40.47,east
KY,Russell County,7475,1569,5779,127,21.35,east
KY,Metcalfe County,4199,1350,2734,115,33.06,east
KY,Lyon County,3855,1577,2220,58,41.53,east
VA,Poquoson City,7065,1748,5229,88,25.05,east
KY,Barren County,16807,5434,11133,240,32.80,east
KY,Christian County,22778,8880,13699,199,39.33,east
VA,Radford City,5429,2930,2418,81,54.79,east
VA,Isle of Wight County,19997,8573,11258,166,43.23,east
VA,Russell County,11494,4932,6389,173,43.56,east
VA,Pittsylvania County,30433,11415,18730,288,37.87,east
VA,Floyd County,7516,2937,4441,138,39.81,east
MO,Stoddard County,13262,3899,9172,191,29.83,west
VA,Lunenburg County,5650,2703,2900,47,48.24,east
VA,Hampton City,67943,46917,20476,550,69.61,east
VA,Sussex County,5363,3301,2026,36,61.97,east
MO,Carter County,2898,984,1840,74,34.84,west
MO,Christian County,37697,11883,25382,432,31.89,west
VA,Wythe County,12491,4107,8207,177,33.35,east
KY,Logan County,10890,3811,6925,154,35.50,east
KY,Todd County,4941,1543,3336,62,31.63,east
MO,Douglas County,6712,2140,4405,167,32.69,west
KY,Marshall County,15487,5683,9512,292,37.40,east
MO,Mississippi County,5356,2247,3034,75,42.55,west
VA,Halifax County,16850,8126,8600,124,48.58,east
MO,Howell County,17029,5736,10982,311,34.31,west
MO,Newton County,25406,7450,17637,319,29.69,west
KY,Knox County,11389,3074,8150,165,27.39,east
VA,Brunswick County,7914,4973,2877,64,63.35,east
KY,Harlan County,9914,2586,7165,163,26.52,east
VA,Smyth County,12302,4239,7817,246,35.16,east
AZ,Navajo County,35800,15579,19761,460,44.07,west
AZ,Coconino County,54344,31433,22186,725,58.62,west
AZ,Mohave County,67605,22092,44333,1180,33.27,west
KY,Trigg County,6527,2246,4189,92,34.90,east
OK,Nowata County,4442,1411,3031,0,31.76,west
OK,Osage County,19658,7498,12160,0,38.14,west
OK,Woods County,3916,873,3043,0,22.29,west
OK,Craig County,5931,2073,3858,0,34.95,west
OK,Washington County,22765,6308,16457,0,27.71,west
OK,Grant County,2350,514,1836,0,21.87,west
OK,Alfalfa County,2434,411,2023,0,16.89,west
OK,Kay County,18693,5463,13230,0,29.22,west
OK,Ottawa County,11173,4268,6905,0,38.20,west
OK,Harper County,1563,221,1342,0,14.14,west
NM,Rio Arriba County,16940,12703,4086,151,75.68,west
NM,San Juan County,46511,18028,27869,614,39.31,west
AZ,Apache County,24262,15390,8551,321,64.30,west
NM,Union County,1742,492,1227,23,28.60,west
OK,Cimarron County,1271,152,1119,0,11.96,west
OK,Texas County,6259,923,5336,0,14.75,west
OK,Beaver County,2464,265,2199,0,10.75,west
VA,Southampton County,9067,4402,4583,82,48.99,east
KY,Wayne County,7196,2201,4868,127,31.14,east
NM,Taos County,16886,13816,2866,204,82.79,west
NM,Colfax County,6384,3490,2805,89,55.48,west
MO,Stone County,16387,5029,11147,211,31.09,west
CA,San Benito County,19705,11917,7425,363,61.61,west
KY,Whitley County,13704,3484,10015,205,25.81,east
VA,Norfolk City,88446,62819,24814,813,71.68,east
KY,McCreary County,5407,1258,4078,71,23.58,east
VA,Norton City,1512,743,744,25,49.96,east
KY,Bell County,9598,2782,6681,135,29.40,east
KY,Carlisle County,2617,879,1699,39,34.10,east
KY,Graves County,16155,5843,10056,256,36.75,east
KY,Cumberland County,2797,697,2056,44,25.32,east
KY,Allen County,7390,2024,5258,108,27.80,east
MO,Barry County,14644,4630,9758,256,32.18,west
VA,Virginia Beach City,201249,98885,100319,2045,49.64,east
VA,Carroll County,12579,4109,8187,283,33.42,east
VA,Washington County,24500,8063,16077,360,33.40,east
MO,Butler County,17338,5316,11805,217,31.05,west
VA,Portsmouth City,46665,32327,13984,354,69.80,east
VA,Suffolk City,39908,22446,17165,297,56.66,east
CA,Monterey County,129783,88453,38797,2533,69.52,west
VA,Greensville County,4887,3122,1729,36,64.36,east
VA,Lee County,9227,3219,5825,183,35.59,east
VA,Mecklenburg County,15082,7127,7817,138,47.69,east
KY,Clinton County,4172,761,3366,45,18.44,east
MO,Oregon County,4591,1811,2652,128,40.58,west
VA,Scott County,9875,2725,6980,170,28.08,east
KY,Simpson County,7309,2775,4437,97,38.48,east
VA,Patrick County,8531,2879,5491,161,34.40,east
MO,New Madrid County,8092,3370,4593,129,42.32,west
VA,Chesapeake City,107521,53994,52625,902,50.65,east
VA,Henry County,25215,11118,13758,339,44.69,east
NV,Clark County,647490,380765,257078,9647,59.70,west
KY,Monroe County,4665,1067,3537,61,23.17,east
MO,Ripley County,5363,1795,3407,161,34.51,west
MO,Taney County,21664,6683,14736,245,31.20,west
OK,Woodward County,7754,1350,6404,0,17.41,west
VA,Grayson County,7220,2480,4540,200,35.33,east
MO,Ozark County,4686,1661,2918,107,36.28,west
KY,Hickman County,2250,812,1406,32,36.61,east
MO,McDonald County,8135,2454,5499,182,30.86,west
KY,Calloway County,15404,6165,8991,248,40.67,east
CA,Tulare County,105206,43634,59765,1807,42.22,west
VA,Emporia City,2617,1702,897,18,65.49,east
VA,Martinsville City,6520,4139,2311,70,64.17,east
VA,Franklin City,4427,2819,1576,32,64.14,east
VA,Galax City,2402,1052,1317,33,44.41,east
TN,Stewart County,5507,2470,2956,81,45.52,east
OK,Delaware County,15362,5085,10277,0,33.10,west
TN,Robertson County,27614,9318,17903,393,34.23,east
TN,Sumner County,67228,21487,44949,792,32.34,east
KY,Fulton County,2825,1238,1530,57,44.72,east
TN,Montgomery County,56518,25716,30175,627,46.01,east
VA,Danville City,20890,12352,8361,177,59.64,east
TN,Macon County,11437,4506,6746,185,40.05,east
VA,Bristol City,7359,2665,4579,115,36.79,east
MO,Dunklin County,11764,4540,7044,180,39.19,west
TN,Pickett County,2671,854,1786,31,32.35,east
TN,Clay County,2994,1248,1676,70,42.68,east
TN,Sullivan County,63997,18354,44808,835,29.06,east
TN,Johnson County,6591,1837,4621,133,28.44,east
TN,Scott County,6783,1720,4931,132,25.86,east
TN,Claiborne County,10420,3078,7175,167,30.02,east
OK,Noble County,5055,1174,3881,0,23.22,west
TN,Hancock County,2241,604,1588,49,27.55,east
OK,Rogers County,38515,10772,27743,0,27.97,west
TN,Campbell County,12628,3867,8535,226,31.18,east
TN,Hawkins County,21040,5930,14756,354,28.66,east
OK,Garfield County,22612,5545,17067,0,24.52,west
OK,Ellis County,1909,282,1627,0,14.77,west
NC,Ashe County,13069,4872,7916,281,38.10,east
TN,Fentress County,6739,1831,4789,119,27.66,east
NC,Alleghany County,5263,2021,3124,118,39.28,east
OK,Pawnee County,6596,2063,4533,0,31.28,west
NC,Surry County,29525,10475,18730,320,35.87,east
NC,Gates County,5420,2830,2547,43,52.63,east
NC,Currituck County,11102,3737,7234,131,34.06,east
NC,Stokes County,21743,6875,14488,380,32.18,east
NC,Camden County,4821,1597,3140,84,33.72,east
NC,Warren County,10195,7086,3063,46,69.82,east
NC,Northampton County,10618,6903,3671,44,65.28,east
NC,Hertford County,10650,7513,3089,48,70.87,east
NC,Person County,18632,8446,10030,156,45.71,east
NC,Vance County,20871,13166,7606,99,63.38,east
NC,Granville County,24725,13074,11447,204,53.32,east
NC,Rockingham County,41612,17255,23899,458,41.93,east
NC,Caswell County,10862,5545,5208,109,51.57,east
TN,Overton County,8092,3419,4497,176,43.19,east
TN,Jackson County,4501,2224,2185,92,50.44,east
NC,Halifax County,25091,16047,8961,83,64.17,east
OK,Mayes County,15983,5749,10234,0,35.97,west
TN,Carter County,21769,5587,15852,330,26.06,east
NC,Pasquotank County,18180,10272,7778,130,56.91,east
TN,Obion County,13392,4308,8873,211,32.68,east
OK,Major County,3471,515,2956,0,14.84,west
TN,Weakley County,13690,4596,8855,239,34.17,east
TN,Lake County,2238,1024,1175,39,46.57,east
TX,Sherman County,1020,127,884,9,12.56,west
TN,Henry County,13545,5153,8182,210,38.64,east
TX,Hansford County,2102,240,1847,15,11.50,west
TX,Dallam County,1589,302,1269,18,19.23,west
TX,Ochiltree County,3109,243,2851,15,7.86,west
TX,Lipscomb County,1256,155,1093,8,12.42,west
AR,Benton County,76073,23331,51124,1618,31.36,west
AR,Fulton County,4676,1819,2702,155,40.23,west
AR,Carroll County,10579,4172,6083,324,40.66,west
AR,Sharp County,7252,2436,4535,281,34.96,west
AR,Randolph County,6319,2469,3615,235,40.60,west
AR,Boone County,15474,4435,10575,464,29.59,west
AR,Marion County,7162,2384,4524,254,34.51,west
AR,Baxter County,19981,6539,12852,590,33.71,west
AR,Clay County,5511,2244,3032,235,42.53,west
CA,Kings County,35108,14747,19710,651,42.81,west
TN,Trousdale County,3239,1475,1688,76,46.64,east
TN,Cheatham County,16428,5498,10702,228,33.94,east
TN,Washington County,48982,15941,32341,700,33.01,east
NC,Wilkes County,29724,8934,20288,502,30.58,east
TN,Union County,6399,1829,4467,103,29.05,east
TN,Smith County,7741,2992,4563,186,39.60,east
MO,Pemiscot County,7047,3029,3954,64,43.37,west
OK,Tulsa County,254496,96133,158363,0,37.77,west
TN,Grainger County,7503,2066,5297,140,28.06,east
TN,Davidson County,264486,158423,102915,3148,60.62,east
TN,Greene County,24670,7110,17151,409,29.31,east
NC,Watauga County,28372,14558,13344,470,52.18,east
NC,Perquimans County,6501,2772,3678,51,42.98,east
TN,Morgan County,6822,1969,4717,136,29.45,east
TN,Houston County,3354,1678,1608,68,51.07,east
TN,Benton County,6479,2645,3696,138,41.71,east
TN,Wilson County,51159,15886,34595,678,31.47,east
NC,Chowan County,7512,3688,3773,51,49.43,east
TN,Hamblen County,22669,6807,15508,354,30.51,east
TN,Dickson County,19519,7506,11677,336,39.13,east
AR,Madison County,6328,2144,3972,212,35.06,west
TN,Putnam County,27316,9739,17101,476,36.28,east
TN,Anderson County,31570,11396,19675,499,36.68,east
NC,Yadkin County,17147,4527,12409,211,26.73,east
NC,Avery County,7943,2178,5681,84,27.71,east
NC,Franklin County,26639,13085,13273,281,49.64,east
AR,Greene County,13612,4541,8578,493,34.65,west
NM,Mora County,2760,2168,569,23,79.23,west
NC,Forsyth County,166133,91085,73674,1374,55.28,east
AR,Izard County,5218,1792,3193,233,35.92,west
TN,Unicoi County,7223,2107,5011,105,29.60,east
AR,Lawrence County,5830,2138,3357,335,38.92,west
NC,Guilford County,241771,142101,97718,1952,59.25,east
NC,Alamance County,64353,28918,34859,576,45.34,east
OK,Payne County,29036,10601,18435,0,36.51,west
TN,Humphreys County,7580,3600,3818,162,48.53,east
NC,Bertie County,9763,6365,3376,22,65.34,east
NC,Orange County,74910,53806,20266,838,72.64,east
NC,Durham County,136897,103456,32353,1088,76.18,east
AR,Washington County,68380,29021,37963,1396,43.31,west
NC,Dare County,18048,8074,9745,229,45.32,east
TN,Gibson County,21253,7406,13516,331,35.40,east
NM,Sandoval County,58630,32669,25193,768,56.43,west
NM,Harding County,626,260,358,8,42.05,west
TN,Dyer County,14450,4411,9859,180,30.91,east
NC,Nash County,47118,23099,23728,291,49.33,east
TN,Jefferson County,18532,5178,13092,262,28.34,east
TN,Knox County,186086,70215,113015,2856,38.32,east
TN,Cocke County,12481,3340,8945,196,27.19,east
TN,Cumberland County,25712,7889,17436,387,31.15,east
OK,Kingfisher County,6381,1009,5372,0,15.81,west
OK,Logan County,18273,5717,12556,0,31.29,west
OK,Blaine County,4112,1011,3101,0,24.59,west
OK,Dewey County,2203,346,1857,0,15.71,west
OK,Creek County,28505,8318,20187,0,29.18,west
OK,Wagoner County,30251,8810,21441,0,29.12,west
