Temperature,DewPoint,Pressure,Date
66.0,60.7,1.0,20100928 04:00
65.5,60.6,1.0,20100928 05:00
65.8,60.7,1.0,20100928 06:00
65.6,60.9,1.0,20100928 07:00
69.7,62.5,1.0,20100928 08:00
74.0,62.9,1.0,20100928 09:00
77.9,62.6,1.0,20100928 10:00
80.8,61.9,1.0,20100928 11:00
83.1,61.2,1.0,20100928 12:00
84.8,60.7,1.0,20100928 13:00
85.9,60.1,1.0,20100928 14:00
86.6,59.5,1.0,20100928 15:00
86.4,59.3,1.0,20100928 16:00
85.3,59.3,1.0,20100928 17:00
82.5,59.6,1.0,20100928 18:00
77.9,60.3,1.0,20100928 19:00
75.1,60.9,1.0,20100928 20:00
72.9,61.0,1.0,20100928 21:00
71.6,61.5,1.0,20100928 22:00
70.2,61.6,1.0,20100928 23:00
69.6,61.4,1.0,20100929 00:00
67.8,61.3,1.0,20100929 01:00
67.1,61.1,1.0,20100929 02:00
66.5,60.8,1.0,20100929 03:00
65.8,60.6,1.0,20100929 04:00
65.4,60.5,1.0,20100929 05:00
65.6,60.5,1.0,20100929 06:00
65.3,60.6,1.0,20100929 07:00
69.5,62.2,1.0,20100929 08:00
73.7,62.6,1.0,20100929 09:00
77.7,62.3,1.0,20100929 10:00
80.6,61.6,1.0,20100929 11:00
82.8,60.8,1.0,20100929 12:00
84.5,60.3,1.0,20100929 13:00
85.6,59.7,1.0,20100929 14:00
86.3,59.2,1.0,20100929 15:00
86.1,59.0,1.0,20100929 16:00
85.0,58.9,1.0,20100929 17:00
82.1,59.3,1.0,20100929 18:00
77.6,60.1,1.0,20100929 19:00
74.7,60.6,1.0,20100929 20:00
72.6,60.8,1.0,20100929 21:00
71.3,61.2,1.0,20100929 22:00
69.8,61.3,1.0,20100929 23:00
69.3,61.1,1.0,20100930 00:00
67.5,61.0,1.0,20100930 01:00
66.8,60.8,1.0,20100930 02:00
66.1,60.5,1.0,20100930 03:00
65.5,60.2,1.0,20100930 04:00
65.0,60.1,1.0,20100930 05:00
65.3,60.1,1.0,20100930 06:00
65.0,60.3,1.0,20100930 07:00
69.1,61.9,1.0,20100930 08:00
73.3,62.2,1.0,20100930 09:00
77.3,62.0,1.0,20100930 10:00
80.2,61.3,1.0,20100930 11:00
82.4,60.5,1.0,20100930 12:00
84.1,60.0,1.0,20100930 13:00
85.2,59.5,1.0,20100930 14:00
85.9,59.0,1.0,20100930 15:00
85.8,58.8,1.0,20100930 16:00
84.6,58.8,1.0,20100930 17:00
81.6,59.1,1.0,20100930 18:00
77.1,59.9,1.0,20100930 19:00
74.3,60.4,1.0,20100930 20:00
72.3,60.7,1.0,20100930 21:00
70.8,60.9,1.0,20100930 22:00
69.4,61.0,1.0,20100930 23:00
68.9,60.7,1.0,20101001 00:00
67.1,60.7,1.0,20101001 01:00
66.4,60.5,1.0,20101001 02:00
65.8,60.2,1.0,20101001 03:00
65.1,60.0,1.0,20101001 04:00
64.6,59.8,1.0,20101001 05:00
64.9,59.8,1.0,20101001 06:00
64.7,60.0,1.0,20101001 07:00
68.8,61.7,1.0,20101001 08:00
73.0,62.0,1.0,20101001 09:00
76.9,61.8,1.0,20101001 10:00
79.9,61.0,1.0,20101001 11:00
82.1,60.3,1.0,20101001 12:00
83.8,59.8,1.0,20101001 13:00
84.9,59.2,1.0,20101001 14:00
85.6,58.7,1.0,20101001 15:00
85.5,58.6,1.0,20101001 16:00
84.3,58.6,1.0,20101001 17:00
81.3,59.0,1.0,20101001 18:00
76.7,59.9,1.0,20101001 19:00
74.0,60.3,1.0,20101001 20:00
72.0,60.6,1.0,20101001 21:00
70.4,60.8,1.0,20101001 22:00
69.0,60.9,1.0,20101001 23:00
68.6,60.6,1.0,20101002 00:00
66.8,60.5,1.0,20101002 01:00
66.1,60.4,1.0,20101002 02:00
65.5,60.1,1.0,20101002 03:00
64.8,59.8,1.0,20101002 04:00
64.2,59.7,1.0,20101002 05:00
64.6,59.7,1.0,20101002 06:00
64.3,59.9,1.0,20101002 07:00
68.4,61.5,1.0,20101002 08:00
72.6,61.8,1.0,20101002 09:00
76.5,61.6,1.0,20101002 10:00
79.4,60.9,1.0,20101002 11:00
81.7,60.1,1.0,20101002 12:00
83.4,59.6,1.0,20101002 13:00
84.5,59.1,1.0,20101002 14:00
85.2,58.6,1.0,20101002 15:00
85.1,58.5,1.0,20101002 16:00
83.9,58.5,1.0,20101002 17:00
80.9,58.9,1.0,20101002 18:00
76.4,59.8,1.0,20101002 19:00
73.7,60.3,1.0,20101002 20:00
71.7,60.5,1.0,20101002 21:00
70.1,60.7,1.0,20101002 22:00
68.8,60.8,1.0,20101002 23:00
68.4,60.5,1.0,20101003 00:00
66.6,60.4,1.0,20101003 01:00
65.9,60.3,1.0,20101003 02:00
65.3,60.0,1.0,20101003 03:00
64.6,59.8,1.0,20101003 04:00
64.0,59.6,1.0,20101003 05:00
64.5,59.6,1.0,20101003 06:00
64.1,59.8,1.0,20101003 07:00
68.1,61.4,1.0,20101003 08:00
72.3,61.8,1.0,20101003 09:00
76.1,61.5,1.0,20101003 10:00
79.0,60.8,1.0,20101003 11:00
81.2,60.0,1.0,20101003 12:00
82.9,59.5,1.0,20101003 13:00
84.0,59.1,1.0,20101003 14:00
84.7,58.6,1.0,20101003 15:00
84.6,58.4,1.0,20101003 16:00
83.5,58.5,1.0,20101003 17:00
80.5,58.9,1.0,20101003 18:00
76.0,59.8,1.0,20101003 19:00
73.3,60.3,1.0,20101003 20:00
71.4,60.5,1.0,20101003 21:00
69.8,60.6,1.0,20101003 22:00
68.4,60.7,1.0,20101003 23:00
68.0,60.4,1.0,20101004 00:00
66.3,60.3,1.0,20101004 01:00
65.6,60.2,1.0,20101004 02:00
65.0,59.9,1.0,20101004 03:00
64.3,59.6,1.0,20101004 04:00
63.8,59.5,1.0,20101004 05:00
64.2,59.4,1.0,20101004 06:00
63.9,59.6,1.0,20101004 07:00
67.8,61.3,1.0,20101004 08:00
71.9,61.6,1.0,20101004 09:00
75.7,61.4,1.0,20101004 10:00
78.7,60.7,1.0,20101004 11:00
80.8,60.0,1.0,20101004 12:00
82.5,59.5,1.0,20101004 13:00
83.6,59.0,1.0,20101004 14:00
84.3,58.5,1.0,20101004 15:00
84.2,58.4,1.0,20101004 16:00
83.0,58.5,1.0,20101004 17:00
80.0,58.9,1.0,20101004 18:00
75.6,59.7,1.0,20101004 19:00
72.9,60.2,1.0,20101004 20:00
71.0,60.4,1.0,20101004 21:00
69.5,60.6,1.0,20101004 22:00
68.2,60.7,1.0,20101004 23:00
67.8,60.3,1.0,20101005 00:00
66.1,60.2,1.0,20101005 01:00
65.5,60.1,1.0,20101005 02:00
64.8,59.8,1.0,20101005 03:00
64.2,59.5,1.0,20101005 04:00
63.7,59.3,1.0,20101005 05:00
64.0,59.2,1.0,20101005 06:00
63.7,59.3,1.0,20101005 07:00
67.5,61.0,1.0,20101005 08:00
71.6,61.3,1.0,20101005 09:00
75.4,61.1,1.0,20101005 10:00
78.3,60.4,1.0,20101005 11:00
80.4,59.7,1.0,20101005 12:00
82.1,59.3,1.0,20101005 13:00
83.3,58.8,1.0,20101005 14:00
83.9,58.4,1.0,20101005 15:00
83.8,58.2,1.0,20101005 16:00
82.6,58.2,1.0,20101005 17:00
79.5,58.6,1.0,20101005 18:00
75.2,59.4,1.0,20101005 19:00
72.5,59.8,1.0,20101005 20:00
70.7,60.1,1.0,20101005 21:00
69.2,60.3,1.0,20101005 22:00
67.9,60.4,1.0,20101005 23:00
67.5,60.1,1.0,20101006 00:00
65.8,59.9,1.0,20101006 01:00
65.2,59.8,1.0,20101006 02:00
64.5,59.5,1.0,20101006 03:00
63.9,59.3,1.0,20101006 04:00
63.4,59.1,1.0,20101006 05:00
63.7,59.0,1.0,20101006 06:00
63.4,59.1,1.0,20101006 07:00
67.1,60.8,1.0,20101006 08:00
71.1,61.1,1.0,20101006 09:00
74.9,60.9,1.0,20101006 10:00
77.9,60.3,1.0,20101006 11:00
79.9,59.6,1.0,20101006 12:00
81.7,59.3,1.0,20101006 13:00
82.8,58.8,1.0,20101006 14:00
83.5,58.5,1.0,20101006 15:00
83.4,58.3,1.0,20101006 16:00
82.2,58.3,1.0,20101006 17:00
79.1,58.6,1.0,20101006 18:00
74.8,59.4,1.0,20101006 19:00
72.3,59.8,1.0,20101006 20:00
70.4,60.0,1.0,20101006 21:00
69.0,60.2,1.0,20101006 22:00
67.7,60.3,1.0,20101006 23:00
67.3,60.0,1.0,20101007 00:00
65.7,59.9,1.0,20101007 01:00
65.0,59.7,1.0,20101007 02:00
64.4,59.4,1.0,20101007 03:00
63.7,59.2,1.0,20101007 04:00
63.3,59.0,1.0,20101007 05:00
63.6,58.9,1.0,20101007 06:00
63.3,58.9,1.0,20101007 07:00
66.9,60.6,1.0,20101007 08:00
70.9,61.0,1.0,20101007 09:00
74.7,60.9,1.0,20101007 10:00
77.6,60.3,1.0,20101007 11:00
79.7,59.6,1.0,20101007 12:00
81.4,59.2,1.0,20101007 13:00
82.7,58.7,1.0,20101007 14:00
83.3,58.4,1.0,20101007 15:00
83.2,58.2,1.0,20101007 16:00
82.0,58.3,1.0,20101007 17:00
78.8,58.6,1.0,20101007 18:00
74.5,59.4,1.0,20101007 19:00
72.0,59.8,1.0,20101007 20:00
70.2,60.0,1.0,20101007 21:00
69.0,60.2,1.0,20101007 22:00
67.6,60.3,1.0,20101007 23:00
67.2,60.1,1.0,20101008 00:00
65.6,59.9,1.0,20101008 01:00
64.9,59.8,1.0,20101008 02:00
64.3,59.5,1.0,20101008 03:00
63.8,59.3,1.0,20101008 04:00
63.3,59.2,1.0,20101008 05:00
63.6,59.1,1.0,20101008 06:00
63.3,59.1,1.0,20101008 07:00
66.8,60.7,1.0,20101008 08:00
70.8,61.1,1.0,20101008 09:00
74.6,61.0,1.0,20101008 10:00
77.5,60.4,1.0,20101008 11:00
79.6,59.7,1.0,20101008 12:00
81.3,59.4,1.0,20101008 13:00
82.5,58.9,1.0,20101008 14:00
83.2,58.6,1.0,20101008 15:00
83.0,58.3,1.0,20101008 16:00
81.8,58.5,1.0,20101008 17:00
78.5,58.8,1.0,20101008 18:00
74.3,59.6,1.0,20101008 19:00
71.9,59.9,1.0,20101008 20:00
70.1,60.1,1.0,20101008 21:00
68.8,60.3,1.0,20101008 22:00
67.5,60.3,1.0,20101008 23:00
67.0,60.0,1.0,20101009 00:00
65.5,60.0,1.0,20101009 01:00
64.9,59.7,1.0,20101009 02:00
64.2,59.5,1.0,20101009 03:00
63.7,59.2,1.0,20101009 04:00
63.3,59.1,1.0,20101009 05:00
63.4,58.9,1.0,20101009 06:00
63.1,58.9,1.0,20101009 07:00
66.6,60.6,1.0,20101009 08:00
70.5,61.0,1.0,20101009 09:00
74.3,60.9,1.0,20101009 10:00
77.3,60.4,1.0,20101009 11:00
79.3,59.6,1.0,20101009 12:00
81.0,59.4,1.0,20101009 13:00
82.2,58.9,1.0,20101009 14:00
82.9,58.6,1.0,20101009 15:00
82.6,58.4,1.0,20101009 16:00
81.5,58.5,1.0,20101009 17:00
78.1,58.9,1.0,20101009 18:00
74.0,59.7,1.0,20101009 19:00
71.5,59.9,1.0,20101009 20:00
69.8,60.1,1.0,20101009 21:00
68.5,60.3,1.0,20101009 22:00
67.3,60.2,1.0,20101009 23:00
66.8,60.0,1.0,20101010 00:00
65.4,59.9,1.0,20101010 01:00
64.7,59.7,1.0,20101010 02:00
64.1,59.4,1.0,20101010 03:00
63.6,59.2,1.0,20101010 04:00
63.1,59.1,1.0,20101010 05:00
63.2,58.9,1.0,20101010 06:00
63.0,58.9,1.0,20101010 07:00
66.3,60.5,1.0,20101010 08:00
70.2,60.9,1.0,20101010 09:00
74.0,60.9,1.0,20101010 10:00
76.8,60.4,1.0,20101010 11:00
78.9,59.7,1.0,20101010 12:00
80.7,59.4,1.0,20101010 13:00
81.9,59.0,1.0,20101010 14:00
82.5,58.7,1.0,20101010 15:00
82.2,58.4,1.0,20101010 16:00
81.0,58.5,1.0,20101010 17:00
77.7,58.9,1.0,20101010 18:00
73.6,59.7,1.0,20101010 19:00
71.2,59.9,1.0,20101010 20:00
69.5,60.1,1.0,20101010 21:00
68.2,60.2,1.0,20101010 22:00
67.0,60.0,1.0,20101010 23:00
66.5,59.8,1.0,20101011 00:00
65.2,59.8,1.0,20101011 01:00
64.5,59.5,1.0,20101011 02:00
63.9,59.3,1.0,20101011 03:00
63.4,59.1,1.0,20101011 04:00
62.9,58.9,1.0,20101011 05:00
63.0,58.7,1.0,20101011 06:00
62.8,58.7,1.0,20101011 07:00
66.0,60.3,1.0,20101011 08:00
69.8,60.7,1.0,20101011 09:00
73.5,60.7,1.0,20101011 10:00
76.4,60.2,1.0,20101011 11:00
78.5,59.4,1.0,20101011 12:00
80.3,59.1,1.0,20101011 13:00
81.5,58.7,1.0,20101011 14:00
82.0,58.5,1.0,20101011 15:00
81.7,58.2,1.0,20101011 16:00
80.6,58.2,1.0,20101011 17:00
77.2,58.7,1.0,20101011 18:00
73.1,59.5,1.0,20101011 19:00
70.6,59.6,1.0,20101011 20:00
69.0,59.8,1.0,20101011 21:00
67.7,59.9,1.0,20101011 22:00
66.5,59.7,1.0,20101011 23:00
66.1,59.4,1.0,20101012 00:00
64.7,59.3,1.0,20101012 01:00
64.1,59.1,1.0,20101012 02:00
63.4,58.7,1.0,20101012 03:00
62.9,58.5,1.0,20101012 04:00
62.3,58.3,1.0,20101012 05:00
62.5,58.1,1.0,20101012 06:00
62.3,58.2,1.0,20101012 07:00
65.5,59.7,1.0,20101012 08:00
69.2,60.2,1.0,20101012 09:00
73.0,60.2,1.0,20101012 10:00
75.8,59.7,1.0,20101012 11:00
77.9,59.0,1.0,20101012 12:00
79.7,58.8,1.0,20101012 13:00
80.9,58.4,1.0,20101012 14:00
81.5,58.2,1.0,20101012 15:00
81.2,57.9,1.0,20101012 16:00
80.0,57.9,1.0,20101012 17:00
76.6,58.3,1.0,20101012 18:00
72.5,59.2,1.0,20101012 19:00
70.1,59.4,1.0,20101012 20:00
68.5,59.5,1.0,20101012 21:00
67.2,59.5,1.0,20101012 22:00
66.0,59.4,1.0,20101012 23:00
65.7,59.1,1.0,20101013 00:00
64.3,59.0,1.0,20101013 01:00
63.6,58.7,1.0,20101013 02:00
62.9,58.4,1.0,20101013 03:00
62.4,58.2,1.0,20101013 04:00
61.8,57.9,1.0,20101013 05:00
62.1,57.8,1.0,20101013 06:00
61.8,57.7,1.0,20101013 07:00
65.0,59.4,1.0,20101013 08:00
68.8,59.9,1.0,20101013 09:00
72.5,59.9,1.0,20101013 10:00
75.4,59.4,1.0,20101013 11:00
77.4,58.7,1.0,20101013 12:00
79.2,58.5,1.0,20101013 13:00
80.4,58.1,1.0,20101013 14:00
81.0,57.8,1.0,20101013 15:00
80.7,57.5,1.0,20101013 16:00
79.5,57.6,1.0,20101013 17:00
76.1,57.9,1.0,20101013 18:00
71.9,58.8,1.0,20101013 19:00
69.6,59.0,1.0,20101013 20:00
68.0,59.1,1.0,20101013 21:00
66.8,59.0,1.0,20101013 22:00
65.6,59.0,1.0,20101013 23:00
65.4,58.7,1.0,20101014 00:00
64.0,58.6,1.0,20101014 01:00
63.2,58.3,1.0,20101014 02:00
62.5,57.9,1.0,20101014 03:00
62.0,57.7,1.0,20101014 04:00
61.4,57.3,1.0,20101014 05:00
61.7,57.4,1.0,20101014 06:00
61.4,57.3,1.0,20101014 07:00
64.6,59.0,1.0,20101014 08:00
68.4,59.6,1.0,20101014 09:00
72.1,59.6,1.0,20101014 10:00
75.0,59.3,1.0,20101014 11:00
77.1,58.5,1.0,20101014 12:00
78.9,58.3,1.0,20101014 13:00
80.0,57.9,1.0,20101014 14:00
80.6,57.6,1.0,20101014 15:00
80.3,57.3,1.0,20101014 16:00
79.1,57.4,1.0,20101014 17:00
75.7,57.7,1.0,20101014 18:00
71.6,58.6,1.0,20101014 19:00
69.3,58.8,1.0,20101014 20:00
67.7,59.0,1.0,20101014 21:00
66.5,58.9,1.0,20101014 22:00
65.5,58.8,1.0,20101014 23:00
65.2,58.6,1.0,20101015 00:00
63.8,58.5,1.0,20101015 01:00
63.0,58.2,1.0,20101015 02:00
62.4,57.8,1.0,20101015 03:00
61.8,57.5,1.0,20101015 04:00
61.2,57.2,1.0,20101015 05:00
61.5,57.2,1.0,20101015 06:00
61.3,57.2,1.0,20101015 07:00
64.3,58.8,1.0,20101015 08:00
68.1,59.5,1.0,20101015 09:00
71.8,59.5,1.0,20101015 10:00
74.7,59.2,1.0,20101015 11:00
76.8,58.4,1.0,20101015 12:00
78.6,58.2,1.0,20101015 13:00
79.8,57.8,1.0,20101015 14:00
80.3,57.5,1.0,20101015 15:00
80.0,57.2,1.0,20101015 16:00
78.8,57.2,1.0,20101015 17:00
75.3,57.5,1.0,20101015 18:00
71.2,58.3,1.0,20101015 19:00
69.0,58.6,1.0,20101015 20:00
67.4,58.7,1.0,20101015 21:00
66.4,58.8,1.0,20101015 22:00
65.2,58.6,1.0,20101015 23:00
64.9,58.4,1.0,20101016 00:00
63.5,58.3,1.0,20101016 01:00
62.8,58.0,1.0,20101016 02:00
62.1,57.6,1.0,20101016 03:00
61.6,57.3,1.0,20101016 04:00
61.0,57.0,1.0,20101016 05:00
61.3,57.0,1.0,20101016 06:00
61.0,57.0,1.0,20101016 07:00
64.1,58.5,1.0,20101016 08:00
67.8,59.2,1.0,20101016 09:00
71.4,59.2,1.0,20101016 10:00
74.3,58.9,1.0,20101016 11:00
76.4,58.2,1.0,20101016 12:00
78.2,57.9,1.0,20101016 13:00
79.4,57.5,1.0,20101016 14:00
80.0,57.2,1.0,20101016 15:00
79.7,56.8,1.0,20101016 16:00
78.4,56.9,1.0,20101016 17:00
74.9,57.1,1.0,20101016 18:00
70.8,58.0,1.0,20101016 19:00
68.6,58.2,1.0,20101016 20:00
67.0,58.3,1.0,20101016 21:00
66.0,58.4,1.0,20101016 22:00
64.8,58.2,1.0,20101016 23:00
64.5,58.0,1.0,20101017 00:00
63.2,57.9,1.0,20101017 01:00
62.4,57.6,1.0,20101017 02:00
61.7,57.2,1.0,20101017 03:00
61.3,56.9,1.0,20101017 04:00
60.8,56.6,1.0,20101017 05:00
61.0,56.6,1.0,20101017 06:00
60.7,56.5,1.0,20101017 07:00
63.9,58.1,1.0,20101017 08:00
67.6,58.8,1.0,20101017 09:00
71.3,58.9,1.0,20101017 10:00
74.2,58.6,1.0,20101017 11:00
76.3,57.9,1.0,20101017 12:00
78.1,57.7,1.0,20101017 13:00
79.3,57.1,1.0,20101017 14:00
79.8,56.9,1.0,20101017 15:00
79.5,56.5,1.0,20101017 16:00
78.2,56.6,1.0,20101017 17:00
74.6,56.8,1.0,20101017 18:00
70.5,57.7,1.0,20101017 19:00
68.4,57.9,1.0,20101017 20:00
66.8,58.1,1.0,20101017 21:00
65.7,58.1,1.0,20101017 22:00
64.5,57.9,1.0,20101017 23:00
64.2,57.7,1.0,20101018 00:00
62.9,57.6,1.0,20101018 01:00
62.1,57.3,1.0,20101018 02:00
61.5,56.9,1.0,20101018 03:00
61.0,56.6,1.0,20101018 04:00
60.5,56.3,1.0,20101018 05:00
60.8,56.4,1.0,20101018 06:00
60.5,56.3,1.0,20101018 07:00
63.7,57.9,1.0,20101018 08:00
67.4,58.6,1.0,20101018 09:00
71.2,58.7,1.0,20101018 10:00
74.2,58.4,1.0,20101018 11:00
76.2,57.7,1.0,20101018 12:00
78.1,57.6,1.0,20101018 13:00
79.2,57.0,1.0,20101018 14:00
79.8,56.8,1.0,20101018 15:00
79.4,56.4,1.0,20101018 16:00
78.1,56.4,1.0,20101018 17:00
74.3,56.6,1.0,20101018 18:00
70.2,57.5,1.0,20101018 19:00
68.1,57.7,1.0,20101018 20:00
66.5,57.9,1.0,20101018 21:00
65.4,57.9,1.0,20101018 22:00
64.3,57.7,1.0,20101018 23:00
64.0,57.5,1.0,20101019 00:00
62.7,57.4,1.0,20101019 01:00
61.9,57.1,1.0,20101019 02:00
61.2,56.7,1.0,20101019 03:00
60.7,56.4,1.0,20101019 04:00
60.2,56.1,1.0,20101019 05:00
60.6,56.3,1.0,20101019 06:00
60.2,56.1,1.0,20101019 07:00
63.5,57.7,1.0,20101019 08:00
67.2,58.4,1.0,20101019 09:00
71.0,58.5,1.0,20101019 10:00
73.9,58.2,1.0,20101019 11:00
76.0,57.5,1.0,20101019 12:00
77.9,57.4,1.0,20101019 13:00
79.1,56.8,1.0,20101019 14:00
79.6,56.5,1.0,20101019 15:00
79.2,56.1,1.0,20101019 16:00
77.8,56.2,1.0,20101019 17:00
74.0,56.4,1.0,20101019 18:00
69.9,57.2,1.0,20101019 19:00
67.8,57.5,1.0,20101019 20:00
66.2,57.6,1.0,20101019 21:00
65.1,57.6,1.0,20101019 22:00
64.0,57.5,1.0,20101019 23:00
63.6,57.1,1.0,20101020 00:00
62.3,57.0,1.0,20101020 01:00
61.6,56.7,1.0,20101020 02:00
61.0,56.3,1.0,20101020 03:00
60.4,56.0,1.0,20101020 04:00
59.9,55.7,1.0,20101020 05:00
60.4,55.9,1.0,20101020 06:00
60.0,55.8,1.0,20101020 07:00
63.2,57.4,1.0,20101020 08:00
66.9,58.1,1.0,20101020 09:00
70.7,58.1,1.0,20101020 10:00
73.7,57.9,1.0,20101020 11:00
75.8,57.2,1.0,20101020 12:00
77.6,57.0,1.0,20101020 13:00
78.8,56.4,1.0,20101020 14:00
79.3,56.1,1.0,20101020 15:00
78.9,55.7,1.0,20101020 16:00
77.5,55.8,1.0,20101020 17:00
73.6,56.0,1.0,20101020 18:00
69.5,56.8,1.0,20101020 19:00
67.4,57.1,1.0,20101020 20:00
65.9,57.2,1.0,20101020 21:00
64.8,57.3,1.0,20101020 22:00
63.8,57.2,1.0,20101020 23:00
63.4,56.7,1.0,20101021 00:00
62.0,56.6,1.0,20101021 01:00
61.3,56.3,1.0,20101021 02:00
60.7,55.9,1.0,20101021 03:00
60.2,55.6,1.0,20101021 04:00
59.6,55.3,1.0,20101021 05:00
60.1,55.6,1.0,20101021 06:00
59.7,55.4,1.0,20101021 07:00
62.9,57.0,1.0,20101021 08:00
66.6,57.8,1.0,20101021 09:00
70.4,57.7,1.0,20101021 10:00
73.5,57.5,1.0,20101021 11:00
75.6,56.9,1.0,20101021 12:00
77.5,56.7,1.0,20101021 13:00
78.6,56.1,1.0,20101021 14:00
79.1,55.8,1.0,20101021 15:00
78.7,55.4,1.0,20101021 16:00
77.3,55.4,1.0,20101021 17:00
73.4,55.7,1.0,20101021 18:00
69.2,56.6,1.0,20101021 19:00
67.1,56.9,1.0,20101021 20:00
65.6,56.9,1.0,20101021 21:00
64.5,57.0,1.0,20101021 22:00
63.5,56.9,1.0,20101021 23:00
63.1,56.4,1.0,20101022 00:00
61.8,56.4,1.0,20101022 01:00
61.0,56.0,1.0,20101022 02:00
60.4,55.7,1.0,20101022 03:00
59.9,55.4,1.0,20101022 04:00
59.4,55.1,1.0,20101022 05:00
59.8,55.3,1.0,20101022 06:00
59.4,55.2,1.0,20101022 07:00
62.7,56.9,1.0,20101022 08:00
66.4,57.6,1.0,20101022 09:00
70.1,57.6,1.0,20101022 10:00
73.3,57.4,1.0,20101022 11:00
75.3,56.9,1.0,20101022 12:00
77.1,56.6,1.0,20101022 13:00
78.2,56.0,1.0,20101022 14:00
78.7,55.7,1.0,20101022 15:00
78.3,55.3,1.0,20101022 16:00
76.8,55.2,1.0,20101022 17:00
72.9,55.5,1.0,20101022 18:00
68.8,56.4,1.0,20101022 19:00
66.8,56.6,1.0,20101022 20:00
65.3,56.6,1.0,20101022 21:00
64.2,56.8,1.0,20101022 22:00
63.2,56.7,1.0,20101022 23:00
62.9,56.2,1.0,20101023 00:00
61.5,56.1,1.0,20101023 01:00
60.7,55.8,1.0,20101023 02:00
60.1,55.4,1.0,20101023 03:00
59.6,55.0,1.0,20101023 04:00
59.1,54.8,1.0,20101023 05:00
59.7,55.1,1.0,20101023 06:00
59.1,54.9,1.0,20101023 07:00
62.3,56.6,1.0,20101023 08:00
65.9,57.4,1.0,20101023 09:00
69.6,57.4,1.0,20101023 10:00
72.7,57.2,1.0,20101023 11:00
74.7,56.7,1.0,20101023 12:00
76.6,56.4,1.0,20101023 13:00
77.6,55.8,1.0,20101023 14:00
78.2,55.4,1.0,20101023 15:00
77.8,55.1,1.0,20101023 16:00
76.4,55.1,1.0,20101023 17:00
72.5,55.3,1.0,20101023 18:00
68.5,56.2,1.0,20101023 19:00
66.5,56.4,1.0,20101023 20:00
65.0,56.4,1.0,20101023 21:00
64.0,56.6,1.0,20101023 22:00
63.0,56.6,1.0,20101023 23:00
62.7,56.0,1.0,20101024 00:00
61.2,55.9,1.0,20101024 01:00
60.5,55.6,1.0,20101024 02:00
59.8,55.3,1.0,20101024 03:00
59.3,54.8,1.0,20101024 04:00
58.8,54.6,1.0,20101024 05:00
59.6,55.1,1.0,20101024 06:00
58.9,54.8,1.0,20101024 07:00
62.0,56.4,1.0,20101024 08:00
65.5,57.2,1.0,20101024 09:00
69.1,57.2,1.0,20101024 10:00
72.3,57.0,1.0,20101024 11:00
74.3,56.6,1.0,20101024 12:00
76.1,56.3,1.0,20101024 13:00
77.2,55.7,1.0,20101024 14:00
77.7,55.2,1.0,20101024 15:00
77.4,55.0,1.0,20101024 16:00
75.9,55.1,1.0,20101024 17:00
72.1,55.3,1.0,20101024 18:00
68.1,56.0,1.0,20101024 19:00
66.2,56.3,1.0,20101024 20:00
64.7,56.3,1.0,20101024 21:00
63.8,56.4,1.0,20101024 22:00
62.7,56.4,1.0,20101024 23:00
62.5,55.8,1.0,20101025 00:00
61.0,55.7,1.0,20101025 01:00
60.2,55.4,1.0,20101025 02:00
59.6,55.0,1.0,20101025 03:00
59.1,54.6,1.0,20101025 04:00
58.6,54.4,1.0,20101025 05:00
59.4,54.9,1.0,20101025 06:00
58.7,54.5,1.0,20101025 07:00
61.6,56.0,1.0,20101025 08:00
65.1,56.8,1.0,20101025 09:00
68.7,56.8,1.0,20101025 10:00
72.0,56.6,1.0,20101025 11:00
74.0,56.2,1.0,20101025 12:00
75.8,55.8,1.0,20101025 13:00
76.8,55.2,1.0,20101025 14:00
77.3,54.8,1.0,20101025 15:00
77.0,54.6,1.0,20101025 16:00
75.5,54.8,1.0,20101025 17:00
71.7,55.0,1.0,20101025 18:00
67.7,55.7,1.0,20101025 19:00
65.8,55.9,1.0,20101025 20:00
64.3,55.8,1.0,20101025 21:00
63.3,56.0,1.0,20101025 22:00
62.4,56.0,1.0,20101025 23:00
62.1,55.4,1.0,20101026 00:00
60.5,55.2,1.0,20101026 01:00
59.7,54.9,1.0,20101026 02:00
59.1,54.5,1.0,20101026 03:00
58.6,54.1,1.0,20101026 04:00
58.2,53.9,1.0,20101026 05:00
58.9,54.3,1.0,20101026 06:00
58.2,54.0,1.0,20101026 07:00
61.2,55.5,1.0,20101026 08:00
64.6,56.2,1.0,20101026 09:00
68.3,56.3,1.0,20101026 10:00
71.5,56.1,1.0,20101026 11:00
73.5,55.7,1.0,20101026 12:00
75.2,55.3,1.0,20101026 13:00
76.2,54.7,1.0,20101026 14:00
76.7,54.4,1.0,20101026 15:00
76.4,54.1,1.0,20101026 16:00
74.8,54.3,1.0,20101026 17:00
71.0,54.5,1.0,20101026 18:00
67.1,55.2,1.0,20101026 19:00
65.3,55.4,1.0,20101026 20:00
63.8,55.4,1.0,20101026 21:00
62.9,55.6,1.0,20101026 22:00
61.9,55.5,1.0,20101026 23:00
61.6,55.0,1.0,20101027 00:00
60.1,54.8,1.0,20101027 01:00
59.3,54.5,1.0,20101027 02:00
58.7,54.1,1.0,20101027 03:00
58.2,53.7,1.0,20101027 04:00
57.8,53.5,1.0,20101027 05:00
58.5,53.9,1.0,20101027 06:00
