
   Detailed Statistics  
    Departures 
  
  Airport: Austin-Round Rock, TX - Austin-Bergstrom International (AUS)
  Airline: Southwest Airlines (WN)
  Month(s): July
  Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and  31
  Year(s): 2015
  NOTE:  A complete listing of airline  and airport  abbreviations is available. Times are reported in local time using a 24 hour clock.
  Airlines began reporting tarmac times for cancelled and diverted flights in October 2008. Tarmac times for cancelled or diverted flights operated prior to Oct. 1, 2008 are not available. Cause of delay data is available on this database beginning with flights operated in October 2008. For cause of delay data from June 2003, when cause of delay data was first reported, see  BTS Causes of Delay  or the  On-Time Performance database  For an explanation of the Cause of Delay reporting, see Understanding the  Reporting of Causes of Flight Delays and Cancellations. 
  All Cause of Delay (in minutes) are referring to the Arrival Delay.
   

  
  Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),
  WN,07/12/2015,0329,N522SW,HOU,16:00,16:09,0050 ,0041,9,16:17,0008,0000,0000,0000,0000,0000,
  WN,07/12/2015,0341,N756SA,OAK,18:00,17:57,0225 ,0212,-3,18:06,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,0356,N382SW,PHX,20:10,20:19,0140 ,0130,9,20:30,0011,0000,0000,0000,0000,0000,
  WN,07/12/2015,0359,N7719A,EWR,06:45,07:10,0225 ,0221,25,07:19,0009,0021,0000,0000,0000,0000,
  WN,07/12/2015,0419,N404WN,MDW,18:15,18:38,0155 ,0147,23,18:49,0011,0003,0000,0000,0000,0012,
  WN,07/12/2015,0454,N697SW,HOU,11:30,11:31,0050 ,0051,1,11:43,0012,0000,0000,0000,0000,0000,
  WN,07/12/2015,0554,N494WN,DEN,20:25,20:22,0135 ,0120,-3,20:31,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,0556,N8611F,BWI,06:00,05:57,0200 ,0183,-3,06:06,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,0604,N8660A,DEN,14:50,14:46,0130 ,0128,-4,14:59,0013,0000,0000,0000,0000,0000,
  WN,07/12/2015,0658,N445WN,DEN,10:45,10:52,0130 ,0119,7,11:04,0012,0000,0000,0000,0000,0000,
  WN,07/12/2015,0686,N8626B,MCO,17:25,17:23,0155 ,0148,-2,17:31,0008,0000,0000,0000,0000,0000,
  WN,07/12/2015,0709,N629SW,FLL,11:10,11:10,0165 ,0198,0,11:25,0015,0000,0000,0033,0000,0000,
  WN,07/12/2015,0801,N626SW,DAL,15:35,15:44,0060 ,0050,9,15:53,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,0829,N383SW,BWI,17:10,17:16,0205 ,0211,6,17:27,0011,0000,0000,0000,0000,0000,
  WN,07/12/2015,0836,N8610A,BNA,13:30,13:29,0120 ,0121,-1,13:41,0012,0000,0000,0000,0000,0000,
  WN,07/12/2015,0857,N379SW,DAL,10:30,10:48,0055 ,0050,18,10:57,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,0862,N8315C,SJC,18:35,18:35,0215 ,0209,0,18:44,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,0891,N524SW,LBB,16:20,16:18,0070 ,0063,-2,16:28,0010,0000,0000,0000,0000,0000,
  WN,07/12/2015,0998,N455WN,LAX,08:05,08:04,0185 ,0168,-1,08:10,0006,0000,0000,0000,0000,0000,
  WN,07/12/2015,1030,N8318F,PHX,12:25,12:22,0140 ,0142,-3,12:31,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,1354,N7708E,DAL,17:25,17:29,0055 ,0054,4,17:39,0010,0000,0000,0000,0000,0000,
  WN,07/12/2015,1403,N8315C,LAS,11:25,11:25,0165 ,0160,0,11:36,0011,0000,0000,0000,0000,0000,
  WN,07/12/2015,1694,N7716A,PHX,07:00,06:55,0140 ,0130,-5,07:07,0012,0000,0000,0000,0000,0000,
  WN,07/12/2015,1901,N670SW,MCO,10:25,10:29,0155 ,0162,4,10:42,0013,0000,0000,0000,0000,0000,
  WN,07/12/2015,2263,N459WN,DAL,18:40,18:41,0055 ,0052,1,18:53,0012,0000,0000,0000,0000,0000,
  WN,07/12/2015,2284,N704SW,FLL,16:45,17:03,0165 ,0154,18,17:10,0007,0000,0000,0000,0000,0000,
  WN,07/12/2015,2485,N639SW,ATL,05:45,05:44,0135 ,0129,-1,05:51,0007,0000,0000,0000,0000,0000,
  WN,07/12/2015,2495,N282WN,SNA,07:35,07:32,0180 ,0164,-3,07:40,0008,0000,0000,0000,0000,0000,
  WN,07/12/2015,2876,N786SW,STL,13:25,13:23,0120 ,0117,-2,13:33,0010,0000,0000,0000,0000,0000,
  WN,07/12/2015,3047,N8608N,LAS,20:20,20:16,0165 ,0154,-4,20:28,0012,0000,0000,0000,0000,0000,
  WN,07/12/2015,3054,N786SW,PDX,18:45,18:44,0245 ,0226,-1,18:56,0012,0000,0000,0000,0000,0000,
  WN,07/12/2015,3304,N405WN,ATL,18:10,18:14,0135 ,0145,4,18:23,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,3569,N7731A,DAL,14:05,14:02,0055 ,0055,-3,14:12,0010,0000,0000,0000,0000,0000,
  WN,07/12/2015,3933,N237WN,ELP,10:40,10:42,0090 ,0085,2,10:56,0014,0000,0000,0000,0000,0000,
  WN,07/12/2015,3937,N616SW,DAL,08:10,08:08,0060 ,0051,-2,08:17,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,4033,N515SW,MSY,07:50,07:46,0085 ,0082,-4,07:58,0012,0000,0000,0000,0000,0000,
  WN,07/12/2015,4057,N752SW,HOU,18:40,18:41,0050 ,0049,1,18:51,0010,0000,0000,0000,0000,0000,
  WN,07/12/2015,4096,N367SW,BNA,05:30,05:50,0120 ,0120,20,06:04,0014,0020,0000,0000,0000,0000,
  WN,07/12/2015,4116,N8652B,MDW,07:10,07:10,0165 ,0147,0,07:25,0015,0000,0000,0000,0000,0000,
  WN,07/12/2015,4137,N714CB,SJC,09:20,09:18,0220 ,0198,-2,09:27,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,4141,N317WN,HRL,09:20,09:20,0060 ,0062,0,09:32,0012,0000,0000,0000,0000,0000,
  WN,07/12/2015,4142,N768SW,LAS,06:05,06:04,0165 ,0154,-1,06:17,0013,0000,0000,0000,0000,0000,
  WN,07/12/2015,4180,N638SW,SAN,11:30,11:34,0175 ,0163,4,11:46,0012,0000,0000,0000,0000,0000,
  WN,07/12/2015,4195,N511SW,ELP,14:25,14:19,0090 ,0081,-6,14:27,0008,0000,0000,0000,0000,0000,
  WN,07/12/2015,4365,N901WN,MCO,08:30,08:29,0155 ,0153,-1,08:37,0008,0000,0000,0000,0000,0000,
  WN,07/12/2015,4551,N635SW,DEN,08:30,08:36,0125 ,0123,6,08:46,0010,0000,0000,0000,0000,0000,
  WN,07/12/2015,4630,N629SW,DEN,05:50,05:48,0130 ,0124,-2,05:57,0009,0000,0000,0000,0000,0000,
  WN,07/12/2015,4819,N7729A,PHX,17:25,17:36,0150 ,0124,11,17:43,0007,0000,0000,0000,0000,0000,
  WN,07/12/2015,4913,N602SW,TPA,11:35,11:34,0140 ,0143,-1,11:41,0007,0000,0000,0000,0000,0000,
  WN,07/12/2015,4924,N650SW,LAX,16:00,16:11,0185 ,0195,11,16:20,0009,0011,0000,0010,0000,0000,
  WN,07/12/2015,4927,N8605E,DCA,12:40,12:37,0195 ,0181,-3,12:45,0008,0000,0000,0000,0000,0000,
  WN,07/12/2015,5888,N528SW,DAL,20:00,20:56,0055 ,0058,56,21:08,0012,0000,0000,0003,0000,0056,
  WN,07/13/2015,0103,N8604K,MDW,06:30,07:30,0165 ,0203,60,07:45,0015,0000,0060,0038,0000,0000,
  WN,07/13/2015,0144,N8605E,SAN,20:55,21:23,0170 ,0156,28,21:29,0006,0000,0000,0000,0000,0000,
  WN,07/13/2015,0178,N205WN,ELP,20:30,21:31,0090 ,0081,61,21:38,0007,0000,0000,0000,0000,0052,
  WN,07/13/2015,0232,N207WN,ATL,05:45,05:45,0135 ,0130,0,05:55,0010,0000,0000,0000,0000,0000,
  WN,07/13/2015,0238,N270WN,DAL,12:30,13:17,0055 ,0045,47,13:22,0005,0002,0000,0000,0000,0035,
  WN,07/13/2015,0285,N528SW,DAL,09:25,09:24,0055 ,0053,-1,09:33,0009,0000,0000,0000,0000,0000,
  WN,07/13/2015,0311,N935WN,MDW,15:05,15:12,0150 ,0155,7,15:22,0010,0000,0000,0000,0000,0000,
  WN,07/13/2015,0329,N528SW,HOU,16:00,16:05,0050 ,0045,5,16:16,0011,0000,0000,0000,0000,0000,
  WN,07/13/2015,0341,N231WN,OAK,18:00,18:06,0225 ,0210,6,18:14,0008,0000,0000,0000,0000,0000,
  WN,07/13/2015,0356,N967WN,PHX,20:10,21:32,0140 ,0134,82,21:44,0012,0000,0000,0000,0000,0076,
  WN,07/13/2015,0359,N282WN,EWR,06:45,06:46,0225 ,0218,1,06:55,0009,0000,0000,0000,0000,0000,
  WN,07/13/2015,0419,N907WN,MDW,18:15,18:49,0155 ,0390,34,19:03,0014,0000,0000,0000,0000,0000,
  WN,07/13/2015,0454,N403WN,HOU,11:30,11:29,0050 ,0045,-1,11:37,0008,0000,0000,0000,0000,0000,
  WN,07/13/2015,0554,N289CT,DEN,20:25,20:30,0135 ,0123,5,20:40,0010,0000,0000,0000,0000,0000,
  WN,07/13/2015,0556,N8302F,BWI,06:00,06:17,0200 ,0191,17,06:24,0007,0000,0000,0000,0000,0000,
  WN,07/13/2015,0604,N8318F,DEN,14:50,14:52,0130 ,0114,2,15:01,0009,0000,0000,0000,0000,0000,
  WN,07/13/2015,0622,N243WN,MSY,07:20,07:36,0085 ,0078,16,07:46,0010,0000,0000,0000,0000,0000,
  WN,07/13/2015,0626,N755SA,HOU,05:35,05:31,0045 ,0043,-4,05:41,0010,0000,0000,0000,0000,0000,
  WN,07/13/2015,0657,N479WN,DAL,17:25,17:22,0055 ,0057,-3,17:33,0011,0000,0000,0000,0000,0000,
  WN,07/13/2015,0658,N738CB,DEN,10:45,10:43,0130 ,0122,-2,10:55,0012,0000,0000,0000,0000,0000,
  WN,07/13/2015,0664,N709SW,SJC,06:35,06:36,0220 ,0205,1,06:46,0010,0000,0000,0000,0000,0000,
  WN,07/13/2015,0686,N8655D,MCO,17:25,18:23,0155 ,0155,58,18:36,0013,0000,0000,0000,0000,0058,
  WN,07/13/2015,0709,N299WN,FLL,11:10,11:41,0165 ,0163,31,11:55,0014,0026,0000,0000,0000,0003,
  WN,07/13/2015,0771,N797MX,HOU,18:40,18:55,0050 ,0042,15,19:04,0009,0000,0000,0000,0000,0000,
  WN,07/13/2015,0801,N955WN,DAL,15:35,15:35,0060 ,0050,0,15:44,0009,0000,0000,0000,0000,0000,
  WN,07/13/2015,0829,N622SW,BWI,17:10,17:32,0205 ,0214,22,17:43,0011,0003,0000,0009,0000,0019,
  WN,07/13/2015,0836,N8642E,BNA,13:30,13:31,0120 ,0116,1,13:42,0011,0000,0000,0000,0000,0000,
  WN,07/13/2015,0857,N645SW,DAL,10:30,10:43,0055 ,0050,13,10:50,0007,0000,0000,0000,0000,0000,
  WN,07/13/2015,0862,N8659D,SJC,18:35,19:27,0215 ,0198,52,19:36,0009,0001,0000,0000,0000,0034,
  WN,07/13/2015,0891,N514SW,LBB,16:20,16:17,0070 ,0061,-3,16:27,0010,0000,0000,0000,0000,0000,
  WN,07/13/2015,0893,N274WN,LAS,05:35,05:31,0165 ,0171,-4,05:59,0028,0000,0000,0000,0000,0000,
  WN,07/13/2015,1017,N521SW,DAL,06:30,06:30,0060 ,0053,0,06:39,0009,0000,0000,0000,0000,0000,
  WN,07/13/2015,1030,N8639B,PHX,12:25,12:30,0140 ,0127,5,12:39,0009,0000,0000,0000,0000,0000,
  WN,07/13/2015,1249,N240WN,LAX,05:30,05:27,0185 ,0173,-3,05:35,0008,0000,0000,0000,0000,0000,
  WN,07/13/2015,1255,N360SW,BNA,05:10,05:38,0120 ,0114,28,05:48,0010,0022,0000,0000,0000,0000,
  WN,07/13/2015,1403,N8659D,LAS,11:25,12:40,0165 ,0158,75,12:52,0012,0000,0000,0000,0000,0068,
  WN,07/13/2015,1694,N446WN,PHX,07:00,07:00,0140 ,0129,0,07:10,0010,0000,0000,0000,0000,0000,
  WN,07/13/2015,1901,N345SA,MCO,10:25,10:33,0155 ,0158,8,10:44,0011,0000,0000,0000,0000,0000,
  WN,07/13/2015,2263,N776WN,DAL,18:40,18:38,0055 ,0052,-2,18:45,0007,0000,0000,0000,0000,0000,
  WN,07/13/2015,2284,N277WN,FLL,16:45,16:42,0165 ,0169,-3,16:50,0008,0000,0000,0000,0000,0000,
  WN,07/13/2015,2495,N213WN,SNA,07:35,07:32,0180 ,0169,-3,07:46,0014,0000,0000,0000,0000,0000,
  WN,07/13/2015,2876,N266WN,STL,13:25,13:23,0120 ,0113,-2,13:32,0009,0000,0000,0000,0000,0000,
  WN,07/13/2015,2950,N418WN,DAL,14:05,14:05,0055 ,0050,0,14:13,0008,0000,0000,0000,0000,0000,
  WN,07/13/2015,3047,N8626B,LAS,20:20,20:39,0165 ,0154,19,20:46,0007,0000,0000,0000,0000,0000,
  WN,07/13/2015,3054,N266WN,PDX,18:45,18:43,0245 ,0229,-2,18:53,0010,0000,0000,0000,0000,0000,
  WN,07/13/2015,3304,N736SA,ATL,18:10,18:09,0135 ,0129,-1,18:16,0007,0000,0000,0000,0000,0000,
  WN,07/13/2015,3307,N697SW,HRL,09:15,09:11,0060 ,0058,-4,09:19,0008,0000,0000,0000,0000,0000,
  WN,07/13/2015,3933,N778SW,ELP,10:40,10:35,0090 ,0085,-5,10:48,0013,0000,0000,0000,0000,0000,
  WN,07/13/2015,3937,N417WN,DAL,08:10,08:08,0060 ,0052,-2,08:16,0008,0000,0000,0000,0000,0000,
  WN,07/13/2015,4195,N524SW,ELP,14:25,14:21,0090 ,0085,-4,14:32,0011,0000,0000,0000,0000,0000,
  WN,07/13/2015,4551,N384SW,DEN,08:30,10:31,0125 ,0135,121,10:51,0020,0000,0000,0010,0000,0121,
  WN,07/13/2015,4621,N620SW,SAN,11:35,11:28,0175 ,0165,-7,11:40,0012,0000,0000,0000,0000,0000,
  WN,07/13/2015,4630,N299WN,DEN,05:50,05:51,0130 ,0122,1,06:02,0011,0000,0000,0000,0000,0000,
  WN,07/13/2015,4819,N7711N,PHX,17:25,17:31,0150 ,0130,6,17:39,0008,0000,0000,0000,0000,0000,
  WN,07/13/2015,4913,N636WN,TPA,11:35,11:32,0140 ,0136,-3,11:39,0007,0000,0000,0000,0000,0000,
  WN,07/13/2015,4924,N7708E,LAX,16:00,16:08,0185 ,0177,8,16:18,0010,0000,0000,0000,0000,0000,
  WN,07/13/2015,4927,N8605E,DCA,12:40,12:37,0195 ,0185,-3,12:50,0013,0000,0000,0000,0000,0000,
  WN,07/13/2015,5888,N525SW,DAL,20:00,19:54,0055 ,0051,-6,20:02,0008,0000,0000,0000,0000,0000,
  WN,07/14/2015,0103,N8650F,MDW,06:30,06:30,0165 ,0151,0,06:44,0014,0000,0000,0000,0000,0000,
  WN,07/14/2015,0144,N8602F,SAN,20:55,21:06,0170 ,0159,11,21:15,0009,0000,0000,0000,0000,0000,
  WN,07/14/2015,0178,N622SW,ELP,20:30,21:33,0090 ,0085,63,21:42,0009,0018,0000,0000,0000,0040,
  WN,07/14/2015,0232,N601WN,ATL,05:45,05:41,0135 ,0134,-4,05:50,0009,0000,0000,0000,0000,0000,
  WN,07/14/2015,0238,N7748A,DAL,12:30,12:32,0055 ,0050,2,12:40,0008,0000,0000,0000,0000,0000,
  WN,07/14/2015,0285,N522SW,DAL,09:25,09:21,0055 ,0051,-4,09:29,0008,0000,0000,0000,0000,0000,
  WN,07/14/2015,0311,N797MX,MDW,15:05,15:12,0150 ,0148,7,15:26,0014,0000,0000,0000,0000,0000,
  WN,07/14/2015,0329,N522SW,HOU,16:00,15:59,0050 ,0054,-1,16:14,0015,0000,0000,0000,0000,0000,
  WN,07/14/2015,0341,N401WN,OAK,18:00,18:03,0225 ,0209,3,18:11,0008,0000,0000,0000,0000,0000,
  WN,07/14/2015,0356,N691WN,PHX,20:10,01:04,0140 ,0128,294,01:11,0007,0000,0000,0000,0000,0282,
  WN,07/14/2015,0359,N209WN,EWR,06:45,06:43,0225 ,0208,-2,06:53,0010,0000,0000,0000,0000,0000,
  WN,07/14/2015,0419,N205WN,MDW,18:15,18:22,0155 ,0145,7,18:32,0010,0000,0000,0000,0000,0000,
  WN,07/14/2015,0454,N521SW,HOU,11:30,11:50,0050 ,0039,20,11:56,0006,0000,0000,0000,0000,0000,
  WN,07/14/2015,0554,N932WN,DEN,20:25,20:28,0135 ,0137,3,20:37,0009,0000,0000,0000,0000,0000,
  WN,07/14/2015,0556,N8667D,BWI,06:00,05:59,0200 ,0199,-1,06:08,0009,0000,0000,0000,0000,0000,
  WN,07/14/2015,0604,N8312C,DEN,14:50,14:58,0130 ,0297,8,15:12,0014,0000,0000,0000,0000,0000,
  WN,07/14/2015,0622,N259WN,MSY,07:20,07:21,0085 ,0075,1,07:29,0008,0000,0000,0000,0000,0000,
  WN,07/14/2015,0626,N413WN,HOU,05:35,05:31,0045 ,0045,-4,05:41,0010,0000,0000,0000,0000,0000,
  WN,07/14/2015,0657,N432WN,DAL,17:25,17:45,0055 ,0046,20,17:52,0007,0000,0000,0000,0000,0000,
  WN,07/14/2015,0658,N758SW,DEN,10:45,10:45,0130 ,0127,0,10:56,0011,0000,0000,0000,0000,0000,
  WN,07/14/2015,0664,N483WN,SJC,06:35,06:35,0220 ,0208,0,06:49,0014,0000,0000,0000,0000,0000,
  WN,07/14/2015,0686,N8662F,MCO,17:25,17:25,0155 ,0144,0,17:33,0008,0000,0000,0000,0000,0000,
  WN,07/14/2015,0709,N626SW,FLL,11:10,11:33,0165 ,0245,23,11:40,0007,0000,0000,0000,0000,0000,
  WN,07/14/2015,0771,N7727A,HOU,18:40,18:55,0050 ,0043,15,19:02,0007,0000,0000,0000,0000,0000,
  WN,07/14/2015,0801,N360SW,DAL,15:35,16:05,0060 ,0048,30,16:13,0008,0017,0000,0000,0000,0001,
  WN,07/14/2015,0829,N378SW,BWI,17:10,18:43,0205 ,0215,93,18:57,0014,0000,0081,0010,0000,0012,
  WN,07/14/2015,0836,N8669B,BNA,13:30,13:50,0120 ,0120,20,13:57,0007,0020,0000,0000,0000,0000,
  WN,07/14/2015,0857,N648SW,DAL,10:30,10:59,0055 ,0060,29,11:14,0015,0016,0000,0005,0000,0013,
  WN,07/14/2015,0862,N8657B,SJC,18:35,19:36,0215 ,0196,61,19:45,0009,0000,0000,0000,0000,0042,
  WN,07/14/2015,0891,N511SW,LBB,16:20,16:15,0070 ,0063,-5,16:26,0011,0000,0000,0000,0000,0000,
  WN,07/14/2015,0893,N7746C,LAS,05:35,05:34,0165 ,0154,-1,05:44,0010,0000,0000,0000,0000,0000,
  WN,07/14/2015,1017,N515SW,DAL,06:30,06:28,0060 ,0048,-2,06:35,0007,0000,0000,0000,0000,0000,
  WN,07/14/2015,1030,N8658A,PHX,12:25,13:45,0140 ,0133,80,13:55,0010,0073,0000,0000,0000,0000,
  WN,07/14/2015,1249,N705SW,LAX,05:30,05:27,0185 ,0179,-3,05:37,0010,0000,0000,0000,0000,0000,
  WN,07/14/2015,1255,N601WN,BNA,05:10,00:00,0120 ,0000,0,00:00,0000,0000,0000,0000,0000,0000,
  WN,07/14/2015,1403,N8657B,LAS,11:25,11:27,0165 ,0146,2,11:35,0008,0000,0000,0000,0000,0000,
  WN,07/14/2015,1694,N490WN,PHX,07:00,06:59,0140 ,0133,-1,07:11,0012,0000,0000,0000,0000,0000,
  WN,07/14/2015,1901,N362SW,MCO,10:25,10:24,0155 ,0163,-1,10:38,0014,0000,0000,0000,0000,0000,
  WN,07/14/2015,2263,N7714B,DAL,18:40,18:40,0055 ,0055,0,18:51,0011,0000,0000,0000,0000,0000,
  WN,07/14/2015,2284,N968WN,FLL,16:45,16:45,0165 ,0160,0,16:54,0009,0000,0000,0000,0000,0000,
  WN,07/14/2015,2495,N250WN,SNA,07:35,07:33,0180 ,0168,-2,07:43,0010,0000,0000,0000,0000,0000,
  WN,07/14/2015,2876,N786SW,STL,13:25,13:21,0120 ,0112,-4,13:29,0008,0000,0000,0000,0000,0000,
  WN,07/14/2015,2950,N7737E,DAL,14:05,14:03,0055 ,0051,-2,14:10,0007,0000,0000,0000,0000,0000,
  WN,07/14/2015,3047,N8655D,LAS,20:20,21:04,0165 ,0155,44,21:12,0008,0000,0000,0000,0000,0034,
  WN,07/14/2015,3054,N786SW,PDX,18:45,18:55,0245 ,0226,10,19:07,0012,0000,0000,0000,0000,0000,
  WN,07/14/2015,3304,N498WN,ATL,18:10,21:44,0135 ,0134,214,21:53,0009,0000,0213,0000,0000,0000,
  WN,07/14/2015,3307,N385SW,HRL,09:15,09:09,0060 ,0056,-6,09:17,0008,0000,0000,0000,0000,0000,
  WN,07/14/2015,3933,N7814B,ELP,10:40,10:38,0090 ,0087,-2,10:53,0015,0000,0000,0000,0000,0000,
  WN,07/14/2015,3937,N7812G,DAL,08:10,08:50,0060 ,0060,40,08:57,0007,0000,0000,0000,0000,0040,
  WN,07/14/2015,4195,N523SW,ELP,14:25,14:54,0090 ,0081,29,15:03,0009,0000,0000,0000,0000,0020,
  WN,07/14/2015,4551,N655WN,DEN,08:30,10:08,0125 ,0122,98,10:16,0008,0000,0000,0000,0000,0095,
  WN,07/14/2015,4621,N386SW,SAN,11:35,11:33,0175 ,0164,-2,11:42,0009,0000,0000,0000,0000,0000,
  WN,07/14/2015,4630,N626SW,DEN,05:50,05:53,0130 ,0136,3,06:03,0010,0000,0000,0000,0000,0000,
  WN,07/14/2015,4819,N7733B,PHX,17:25,17:35,0150 ,0136,10,17:48,0013,0000,0000,0000,0000,0000,
  WN,07/14/2015,4913,N967WN,TPA,11:35,11:34,0140 ,0150,-1,11:41,0007,0000,0000,0000,0000,0000,
  WN,07/14/2015,4924,N387SW,LAX,16:00,16:08,0185 ,0177,8,16:20,0012,0000,0000,0000,0000,0000,
  WN,07/14/2015,4927,N8602F,DCA,12:40,12:43,0195 ,0196,3,12:52,0009,0000,0000,0000,0000,0000,
  WN,07/14/2015,5888,N515SW,DAL,20:00,20:09,0055 ,0055,9,20:20,0011,0000,0000,0000,0000,0000,
  WN,07/15/2015,0103,N8600F,MDW,06:30,06:28,0165 ,0149,-2,06:40,0012,0000,0000,0000,0000,0000,
  WN,07/15/2015,0144,N8602F,SAN,20:55,20:57,0170 ,0169,2,21:08,0011,0000,0000,0000,0000,0000,
  WN,07/15/2015,0178,N378SW,ELP,20:30,23:13,0090 ,0086,163,23:22,0009,0000,0000,0000,0000,0159,
  WN,07/15/2015,0232,N616SW,ATL,05:45,05:46,0135 ,0132,1,05:56,0010,0000,0000,0000,0000,0000,
  WN,07/15/2015,0238,N7816B,DAL,12:30,12:29,0055 ,0053,-1,12:39,0010,0000,0000,0000,0000,0000,
  WN,07/15/2015,0285,N515SW,DAL,09:25,09:21,0055 ,0055,-4,09:34,0013,0000,0000,0000,0000,0000,
  WN,07/15/2015,0311,N403WN,MDW,15:05,15:16,0150 ,0155,11,15:25,0009,0009,0000,0005,0000,0002,
  WN,07/15/2015,0329,N697SW,HOU,16:00,16:01,0050 ,0046,1,16:12,0011,0000,0000,0000,0000,0000,
  WN,07/15/2015,0341,N569WN,OAK,18:00,19:41,0225 ,0211,101,19:52,0011,0002,0000,0000,0000,0085,
  WN,07/15/2015,0356,N383SW,PHX,20:10,20:29,0140 ,0146,19,20:45,0016,0000,0000,0006,0000,0019,
  WN,07/15/2015,0359,N478WN,EWR,06:45,06:44,0225 ,0224,-1,06:53,0009,0000,0000,0000,0000,0000,
  WN,07/15/2015,0419,N556WN,MDW,18:15,19:38,0155 ,0139,83,19:47,0009,0067,0000,0000,0000,0000,
  WN,07/15/2015,0454,N522SW,HOU,11:30,11:31,0050 ,0047,1,11:40,0009,0000,0000,0000,0000,0000,
  WN,07/15/2015,0554,N213WN,DEN,20:25,20:24,0135 ,0150,-1,20:31,0007,0000,0000,0000,0000,0000,
  WN,07/15/2015,0556,N8645A,BWI,06:00,06:00,0200 ,0186,0,06:10,0010,0000,0000,0000,0000,0000,
  WN,07/15/2015,0604,N8307K,DEN,14:50,15:05,0130 ,0118,15,15:16,0011,0000,0000,0000,0000,0000,
  WN,07/15/2015,0622,N7744A,MSY,07:20,07:24,0085 ,0076,4,07:33,0009,0000,0000,0000,0000,0000,
  WN,07/15/2015,0626,N759GS,HOU,05:35,05:34,0045 ,0043,-1,05:45,0011,0000,0000,0000,0000,0000,
  WN,07/15/2015,0657,N946WN,DAL,17:25,19:41,0055 ,0051,136,19:49,0008,0000,0000,0016,0000,0116,
  WN,07/15/2015,0658,N7813P,DEN,10:45,10:43,0130 ,0121,-2,10:55,0012,0000,0000,0000,0000,0000,
  WN,07/15/2015,0664,N237WN,SJC,06:35,06:35,0220 ,0208,0,06:45,0010,0000,0000,0000,0000,0000,
  WN,07/15/2015,0686,N8327A,MCO,17:25,17:57,0155 ,0147,32,18:06,0009,0000,0000,0000,0000,0024,
  WN,07/15/2015,0709,N645SW,FLL,11:10,11:10,0165 ,0161,0,11:19,0009,0000,0000,0000,0000,0000,
  WN,07/15/2015,0771,N448WN,HOU,18:40,18:49,0050 ,0053,9,19:04,0015,0000,0000,0000,0000,0000,
  WN,07/15/2015,0801,N369SW,DAL,15:35,15:37,0060 ,0052,2,15:46,0009,0000,0000,0000,0000,0000,
  WN,07/15/2015,0829,N491WN,BWI,17:10,18:04,0205 ,0206,54,18:17,0013,0010,0000,0001,0000,0044,
  WN,07/15/2015,0836,N8319F,BNA,13:30,13:29,0120 ,0113,-1,13:38,0009,0000,0000,0000,0000,0000,
  WN,07/15/2015,0857,N633SW,DAL,10:30,10:40,0055 ,0048,10,10:48,0008,0000,0000,0000,0000,0000,
  WN,07/15/2015,0862,N8653A,SJC,18:35,18:49,0215 ,0204,14,18:58,0009,0000,0000,0000,0000,0000,
  WN,07/15/2015,0891,N354SW,LBB,16:20,16:20,0070 ,0066,0,16:32,0012,0000,0000,0000,0000,0000,
  WN,07/15/2015,0893,N481WN,LAS,05:35,05:33,0165 ,0155,-2,05:44,0011,0000,0000,0000,0000,0000,
  WN,07/15/2015,1017,N528SW,DAL,06:30,06:29,0060 ,0052,-1,06:39,0010,0000,0000,0000,0000,0000,
  WN,07/15/2015,1030,N8629A,PHX,12:25,12:21,0140 ,0127,-4,12:30,0009,0000,0000,0000,0000,0000,
  WN,07/15/2015,1249,N793SA,LAX,05:30,05:29,0185 ,0184,-1,05:37,0008,0000,0000,0000,0000,0000,
  WN,07/15/2015,1255,N633SW,BNA,05:10,05:13,0120 ,0119,3,05:20,0007,0000,0000,0000,0000,0000,
  WN,07/15/2015,1403,N8653A,LAS,11:25,11:28,0165 ,0166,3,11:37,0009,0000,0000,0000,0000,0000,
  WN,07/15/2015,1694,N238WN,PHX,07:00,06:59,0140 ,0132,-1,07:11,0012,0000,0000,0000,0000,0000,
  WN,07/15/2015,1901,N355SW,MCO,10:25,10:25,0155 ,0157,0,10:34,0009,0000,0000,0000,0000,0000,
  WN,07/15/2015,2263,N266WN,DAL,18:40,19:30,0055 ,0048,50,19:37,0007,0039,0000,0000,0000,0004,
