CountryName,CountryCode,Year,Total Population,Urban population (% of total)
"Korea, Rep.",KOR,2010,49410366.0,81.936
Kuwait,KWT,2010,3059473.0,98.26299999999999
Kyrgyz Republic,KGZ,2010,5447900.0,35.303000000000004
Lao PDR,LAO,2010,6260544.0,33.123000000000005
Latvia,LVA,2010,2097555.0,67.692
Lebanon,LBN,2010,4337156.0,87.18299999999999
Lesotho,LSO,2010,2010586.0,24.753
Liberia,LBR,2010,3957990.0,47.801
Libya,LBY,2010,6265697.0,77.642
Liechtenstein,LIE,2010,36276.0,14.464
Lithuania,LTU,2010,3097282.0,66.757
Luxembourg,LUX,2010,506953.0,88.54700000000001
"Macao SAR, China",MAC,2010,534626.0,100.0
"Macedonia, FYR",MKD,2010,2062443.0,56.992
Madagascar,MDG,2010,21079532.0,31.929000000000002
Malawi,MWI,2010,14769824.0,15.54
Malaysia,MYS,2010,28119500.0,70.91199999999999
Maldives,MDV,2010,367000.0,39.984
Mali,MLI,2010,15167286.0,35.996
Malta,MLT,2010,414508.0,94.665
Marshall Islands,MHL,2010,52428.0,71.343
Mauritania,MRT,2010,3591400.0,56.681999999999995
Mauritius,MUS,2010,1250400.0,40.579
Mexico,MEX,2010,118617542.0,77.825
"Micronesia, Fed. Sts.",FSM,2010,103619.0,22.298000000000002
Moldova,MDA,2010,3562045.0,44.886
Monaco,MCO,2010,36845.0,100.0
Mongolia,MNG,2010,2712657.0,67.567
Montenegro,MNE,2010,619428.0,63.096000000000004
Morocco,MAR,2010,32107739.0,57.684
Mozambique,MOZ,2010,24321457.0,30.955
Myanmar,MMR,2010,51733013.0,31.405
Namibia,NAM,2010,2193643.0,41.61600000000001
Nepal,NPL,2010,26875910.0,16.822
Netherlands,NLD,2010,16615394.0,87.061
New Caledonia,NCL,2010,250000.0,67.273
New Zealand,NZL,2010,4350700.0,86.165
Nicaragua,NIC,2010,5737722.0,57.255
Niger,NER,2010,16291990.0,17.559
Nigeria,NGA,2010,159424742.0,43.48
Northern Mariana Islands,MNP,2010,53860.0,89.47399999999999
Norway,NOR,2010,4889252.0,79.102
Oman,OMN,2010,2943747.0,75.161
Pakistan,PAK,2010,170043918.0,36.598
Palau,PLW,2010,20470.0,83.35799999999999
Panama,PAN,2010,3620506.0,65.115
Papua New Guinea,PNG,2010,6847517.0,13.019
Paraguay,PRY,2010,6209877.0,58.486999999999995
Peru,PER,2010,29373644.0,76.915
Philippines,PHL,2010,93038902.0,45.255
Poland,POL,2010,38042794.0,60.891999999999996
Portugal,PRT,2010,10573100.0,60.567
Puerto Rico,PRI,2010,3721527.0,93.825
Qatar,QAT,2010,1765513.0,98.655
Romania,ROM,2010,20246871.0,53.82899999999999
Russian Federation,RUS,2010,142849449.0,73.687
Rwanda,RWA,2010,10293669.0,23.951999999999998
Samoa,WSM,2010,186029.0,20.078
San Marino,SMR,2010,30690.0,94.086
Sao Tome and Principe,STP,2010,170880.0,61.907
Saudi Arabia,SAU,2010,28090647.0,82.084
Senegal,SEN,2010,12956791.0,42.23
Serbia,SRB,2010,7291436.0,55.208
Seychelles,SYC,2010,89770.0,52.318999999999996
Sierra Leone,SLE,2010,5775902.0,38.241
Singapore,SGP,2010,5076700.0,100.0
Sint Maarten (Dutch part),SXM,2010,35474.0,100.0
Slovak Republic,SVK,2010,5391428.0,54.685
Slovenia,SVN,2010,2048583.0,50.04
Solomon Islands,SLB,2010,526177.0,20.048
Somalia,SOM,2010,9581714.0,37.259
South Africa,ZAF,2010,50791808.0,62.218
South Sudan,SSD,2010,10056475.0,17.855
Spain,ESP,2010,46576897.0,78.442
Sri Lanka,LKA,2010,20653000.0,18.320999999999998
St. Kitts and Nevis,KNA,2010,52352.0,31.805999999999997
St. Lucia,LCA,2010,177397.0,18.45
St. Vincent and the Grenadines,VCT,2010,109316.0,48.785
Sudan,SDN,2010,36114885.0,33.08
Suriname,SUR,2010,518141.0,66.344
Swaziland,SWZ,2010,1193148.0,21.491999999999997
Sweden,SWE,2010,9378126.0,85.056
Switzerland,CHE,2010,7824909.0,73.663
Syrian Arab Republic,SYR,2010,20720602.0,55.677
Tajikistan,TJK,2010,7581696.0,26.516
Tanzania,TZA,2010,45648525.0,28.114
Thailand,THA,2010,66692024.0,44.08
Timor-Leste,TMP,2010,1066409.0,29.506999999999998
Togo,TGO,2010,6390851.0,37.533
Tonga,TON,2010,103947.0,23.389
Trinidad and Tobago,TTO,2010,1328095.0,9.092
Tunisia,TUN,2010,10547100.0,65.934
Turkey,TUR,2010,72310416.0,70.715
Turkmenistan,TKM,2010,5041995.0,48.402
Turks and Caicos Islands,TCA,2010,30993.0,90.228
Tuvalu,TUV,2010,9827.0,54.79600000000001
Uganda,UGA,2010,33149417.0,14.492
Ukraine,UKR,2010,45870700.0,68.686
United Arab Emirates,ARE,2010,8329453.0,84.055
United Kingdom,GBR,2010,62766365.0,81.30199999999999
United States,USA,2010,309347057.0,80.77199999999999
Uruguay,URY,2010,3374414.0,94.414
Uzbekistan,UZB,2010,28562400.0,36.191
Vanuatu,VUT,2010,236299.0,24.589000000000002
"Venezuela, RB",VEN,2010,28995745.0,88.76899999999999
Vietnam,VNM,2010,86932500.0,30.392
Virgin Islands (U.S.),VIR,2010,106267.0,94.594
West Bank and Gaza,WBG,2010,3811102.0,74.13600000000001
"Yemen, Rep.",YEM,2010,23591972.0,31.732
Zambia,ZMB,2010,13917439.0,38.725
Zimbabwe,ZWE,2010,13973897.0,33.196
Arab World,ARB,2011,360761571.0,56.56507743389879
Caribbean small states,CSS,2011,6896697.0,41.877275691392605
Central Europe and the Baltics,CEB,2011,104174038.0,62.099517041078904
East Asia & Pacific (all income levels),EAS,2011,2219079073.0,52.8215680951972
East Asia & Pacific (developing only),EAP,2011,1977637953.0,48.804577480324106
Euro area,EMU,2011,336958644.0,75.0524808706822
Europe & Central Asia (all income levels),ECS,2011,893094109.0,70.1586539495375
Europe & Central Asia (developing only),ECA,2011,258778040.0,59.282065113813495
European Union,EUU,2011,505544895.0,73.9413823342732
Fragile and conflict affected situations,FCS,2011,439954168.0,39.5641695245428
Heavily indebted poor countries (HIPC),HPC,2011,646028823.0,32.7917706436405
High income,HIC,2011,1376081481.0,80.0153778635189
High income: nonOECD,NOC,2011,320397042.0,80.1528283384658
High income: OECD,OEC,2011,1055684439.0,79.9766840891012
Latin America & Caribbean (all income levels),LCN,2011,605674766.0,78.771621879781
Latin America & Caribbean (developing only),LAC,2011,507683672.0,76.8384945656377
Least developed countries: UN classification,LDC,2011,867666290.0,29.481436619925603
Low & middle income,LMY,2011,5631389320.0,45.2286278033006
Low income,LIC,2011,573629146.0,28.5530829230163
Lower middle income,LMC,2011,2752176358.0,37.19447589852521
Middle East & North Africa (all income levels),MEA,2011,393003905.0,62.8147801095004
Middle East & North Africa (developing only),MNA,2011,337638042.0,59.1222317180894
Middle income,MIC,2011,5057760174.0,47.1205798257737
North America,NAC,2011,346128976.0,80.9609187234876
OECD members,OED,2011,1249249082.0,79.2881373120473
Other small states,OSS,2011,19743240.0,47.0925293198763
Pacific island small states,PSS,2011,2229806.0,36.5268649528255
Small states,SST,2011,28869743.0,45.027853779466
South Asia,SAS,2011,1652487921.0,31.373550370874
Sub-Saharan Africa (all income levels),SSF,2011,898002051.0,35.728348385079606
Sub-Saharan Africa (developing only),SSA,2011,897163692.0,35.7236825281902
Upper middle income,UMC,2011,2305583816.0,58.961860820591404
World,WLD,2011,7007470801.0,51.968684627424096
Afghanistan,AFG,2011,28809167.0,25.074
Albania,ALB,2011,2904780.0,53.247
Algeria,DZA,2011,36717132.0,68.209
American Samoa,ASM,2011,55316.0,87.5
Andorra,ADO,2011,82326.0,87.26
Angola,AGO,2011,21942296.0,40.9
Antigua and Barbuda,ATG,2011,88152.0,25.666999999999998
Argentina,ARG,2011,41655616.0,91.133
Armenia,ARM,2011,2967984.0,63.371
Aruba,ABW,2011,101936.0,42.698
Australia,AUS,2011,22340024.0,88.875
Austria,AUT,2011,8391643.0,65.858
Azerbaijan,AZE,2011,9173082.0,53.623000000000005
"Bahamas, The",BHS,2011,366711.0,82.60600000000001
Bahrain,BHR,2011,1306014.0,88.575
Bangladesh,BGD,2011,153405612.0,31.225
Barbados,BRB,2011,280602.0,31.905
Belarus,BLR,2011,9473000.0,75.046
Belgium,BEL,2011,11047744.0,97.68700000000001
Belize,BLZ,2011,329193.0,44.718
Benin,BEN,2011,9779391.0,42.256
Bermuda,BMU,2011,64564.0,100.0
Bhutan,BTN,2011,732246.0,35.585
Bolivia,BOL,2011,10078238.0,66.855
Bosnia and Herzegovina,BIH,2011,3832310.0,39.291
Botswana,BWA,2011,2089706.0,56.467
Brazil,BRA,2011,200517584.0,84.62299999999999
Brunei Darussalam,BRN,2011,399443.0,75.872
Bulgaria,BGR,2011,7348328.0,72.638
Burkina Faso,BFA,2011,16106851.0,26.505
Burundi,BDI,2011,9790151.0,10.912
Cabo Verde,CPV,2011,495159.0,62.623999999999995
Cambodia,KHM,2011,14593099.0,19.967
Cameroon,CMR,2011,21119065.0,52.099
Canada,CAN,2011,34342780.0,81.115
Cayman Islands,CYM,2011,56580.0,100.0
Central African Republic,CAF,2011,4530903.0,39.034
Chad,TCD,2011,12298512.0,22.048000000000002
Channel Islands,CHI,2011,160489.0,31.116
Chile,CHL,2011,17201305.0,88.79
China,CHN,2011,1344130000.0,50.573
Colombia,COL,2011,46406446.0,75.321
Comoros,COM,2011,715972.0,27.965999999999998
"Congo, Dem. Rep.",ZAR,2011,68087376.0,40.442
"Congo, Rep.",COG,2011,4177435.0,63.666000000000004
Costa Rica,CRI,2011,4600487.0,72.866
Cote d'Ivoire,CIV,2011,20604172.0,51.305
Croatia,HRV,2011,4280622.0,57.8
Cuba,CUB,2011,11323570.0,76.689
Curacao,CUW,2011,150831.0,89.775
Cyprus,CYP,2011,1116644.0,67.406
Czech Republic,CZE,2011,10496088.0,73.185
Denmark,DNK,2011,5570572.0,86.95700000000001
Djibouti,DJI,2011,841802.0,77.053
Dominica,DMA,2011,71402.0,68.389
Dominican Republic,DOM,2011,10027140.0,74.929
Ecuador,ECU,2011,15177280.0,62.885
"Egypt, Arab Rep.",EGY,2011,83787634.0,43.0
El Salvador,SLV,2011,6055208.0,64.79
Equatorial Guinea,GNQ,2011,750918.0,39.336999999999996
Eritrea,ERI,2011,4789568.0,20.954
Estonia,EST,2011,1327439.0,67.965
Ethiopia,ETH,2011,89858696.0,17.735
Faeroe Islands,FRO,2011,48492.0,41.122
Fiji,FJI,2011,867327.0,52.214
Finland,FIN,2011,5388272.0,83.68799999999999
France,FRA,2011,65342776.0,78.584
French Polynesia,PYF,2011,270862.0,56.349
Gabon,GAB,2011,1577298.0,86.04700000000001
"Gambia, The",GMB,2011,1749099.0,57.013999999999996
Georgia,GEO,2011,4483350.0,53.016000000000005
Germany,DEU,2011,81797673.0,74.488
Ghana,GHA,2011,24928503.0,51.394
Greece,GRC,2011,11123213.0,76.649
Greenland,GRL,2011,56890.0,84.755
Grenada,GRD,2011,105070.0,35.634
Guam,GUM,2011,160858.0,94.18700000000001
Guatemala,GTM,2011,15049280.0,49.765
Guinea,GIN,2011,11316351.0,35.297
Guinea-Bissau,GNB,2011,1673509.0,46.081
Guyana,GUY,2011,755883.0,28.271
Haiti,HTI,2011,10144890.0,53.456
Honduras,HND,2011,7621414.0,52.316
"Hong Kong SAR, China",HKG,2011,7071600.0,100.0
Hungary,HUN,2011,9971727.0,69.348
Iceland,ISL,2011,319014.0,93.734
India,IND,2011,1247446011.0,31.276
Indonesia,IDN,2011,244808254.0,50.711999999999996
"Iran, Islamic Rep.",IRN,2011,75184322.0,71.2
Iraq,IRQ,2011,31810191.0,69.098
Ireland,IRL,2011,4576794.0,62.111000000000004
Isle of Man,IMY,2011,85069.0,52.012
Israel,ISR,2011,7765800.0,91.88600000000001
Italy,ITA,2011,59379449.0,68.444
Jamaica,JAM,2011,2699838.0,53.93
Japan,JPN,2011,127817277.0,91.24799999999999
Jordan,JOR,2011,6181000.0,82.72399999999999
Kazakhstan,KAZ,2011,16556600.0,53.581
Kenya,KEN,2011,41419954.0,23.967
Kiribati,KIR,2011,104662.0,43.855
"Korea, Dem. Rep.",PRK,2011,24631359.0,60.316
"Korea, Rep.",KOR,2011,49779440.0,82.037
Kuwait,KWT,2011,3239181.0,98.279
Kyrgyz Republic,KGZ,2011,5514600.0,35.342
Lao PDR,LAO,2011,6366909.0,34.251999999999995
Latvia,LVA,2011,2059709.0,67.62
Lebanon,LBN,2011,4388637.0,87.304
Lesotho,LSO,2011,2032950.0,25.253
Liberia,LBR,2011,4079574.0,48.168
Libya,LBY,2011,6288652.0,77.812
Liechtenstein,LIE,2011,36537.0,14.41
Lithuania,LTU,2011,3028115.0,66.672
Luxembourg,LUX,2011,518347.0,88.906
"Macao SAR, China",MAC,2011,546682.0,100.0
"Macedonia, FYR",MKD,2011,2065888.0,56.961999999999996
Madagascar,MDG,2011,21678867.0,32.562
Malawi,MWI,2011,15226813.0,15.663
Malaysia,MYS,2011,28572970.0,71.735
Maldives,MDV,2011,377000.0,41.159
Mali,MLI,2011,15639115.0,36.789
Malta,MLT,2011,416268.0,94.833
Marshall Islands,MHL,2011,52541.0,71.619
Mauritania,MRT,2011,3683221.0,57.348
Mauritius,MUS,2011,1252404.0,40.372
Mexico,MEX,2011,120365271.0,78.118
"Micronesia, Fed. Sts.",FSM,2011,103476.0,22.303
Moldova,MDA,2011,3559986.0,44.858999999999995
Monaco,MCO,2011,37189.0,100.0
Mongolia,MNG,2011,2759074.0,68.538
Montenegro,MNE,2011,620079.0,63.273999999999994
Morocco,MAR,2011,32531964.0,58.191
Mozambique,MOZ,2011,25016921.0,31.179000000000002
Myanmar,MMR,2011,52125411.0,31.935
Namibia,NAM,2011,2240161.0,42.637
Nepal,NPL,2011,27179237.0,17.166
Netherlands,NLD,2011,16693074.0,87.837
New Caledonia,NCL,2011,254000.0,67.90100000000001
New Zealand,NZL,2011,4384000.0,86.18299999999999
Nicaragua,NIC,2011,5807787.0,57.544
Niger,NER,2011,16946485.0,17.766
Nigeria,NGA,2011,163770669.0,44.361999999999995
Northern Mariana Islands,MNP,2011,53234.0,89.414
Norway,NOR,2011,4953088.0,79.385
Oman,OMN,2011,3210003.0,75.691
Pakistan,PAK,2011,173669648.0,37.007
Palau,PLW,2011,20606.0,84.234
Panama,PAN,2011,3681979.0,65.405
Papua New Guinea,PNG,2011,7001172.0,13.0
Paraguay,PRY,2011,6293763.0,58.714
Peru,PER,2011,29759891.0,77.26899999999999
Philippines,PHL,2011,94501233.0,45.016999999999996
Poland,POL,2011,38063255.0,60.78
Portugal,PRT,2011,10557560.0,61.167
Puerto Rico,PRI,2011,3686771.0,93.771
Qatar,QAT,2011,1905437.0,98.81200000000001
Romania,ROM,2011,20147528.0,53.96
Russian Federation,RUS,2011,142960868.0,73.732
Rwanda,RWA,2011,10556429.0,24.921999999999997
Samoa,WSM,2011,187434.0,19.857
San Marino,SMR,2011,30938.0,94.104
Sao Tome and Principe,STP,2011,174646.0,62.6
Saudi Arabia,SAU,2011,28788438.0,82.29799999999999
Senegal,SEN,2011,13357003.0,42.497
Serbia,SRB,2011,7234099.0,55.258
Seychelles,SYC,2011,87441.0,52.611000000000004
Sierra Leone,SLE,2011,5908908.0,38.556999999999995
Singapore,SGP,2011,5183700.0,100.0
Sint Maarten (Dutch part),SXM,2011,33435.0,100.0
Slovak Republic,SVK,2011,5398384.0,54.41
Slovenia,SVN,2011,2052843.0,49.948
Solomon Islands,SLB,2011,537648.0,20.506
Somalia,SOM,2011,9806670.0,37.702
South Africa,ZAF,2011,51553479.0,62.746
South Sudan,SSD,2011,10510122.0,18.022000000000002
Spain,ESP,2011,46742697.0,78.673
Sri Lanka,LKA,2011,20869000.0,18.309
St. Kitts and Nevis,KNA,2011,52998.0,31.815
St. Lucia,LCA,2011,179278.0,18.45
St. Vincent and the Grenadines,VCT,2011,109341.0,49.14
Sudan,SDN,2011,36918193.0,33.188
Suriname,SUR,2011,523439.0,66.27600000000001
Swaziland,SWZ,2011,1212458.0,21.425
Sweden,SWE,2011,9449213.0,85.21
Switzerland,CHE,2011,7912398.0,73.70100000000001
Syrian Arab Republic,SYR,2011,21070917.0,56.066
Tajikistan,TJK,2011,7753925.0,26.533
Tanzania,TZA,2011,47122998.0,28.798000000000002
Thailand,THA,2011,66902958.0,45.394
Timor-Leste,TMP,2011,1120392.0,30.171
Togo,TGO,2011,6566179.0,38.01
Tonga,TON,2011,104392.0,23.443
Trinidad and Tobago,TTO,2011,1334790.0,8.937000000000001
Tunisia,TUN,2011,10673800.0,66.1
Turkey,TUR,2011,73199372.0,71.282
Turkmenistan,TKM,2011,5106672.0,48.707
Turks and Caicos Islands,TCA,2011,31727.0,90.66799999999999
Tuvalu,TUV,2011,9844.0,55.806999999999995
Uganda,UGA,2011,34260342.0,14.8
Ukraine,UKR,2011,45706100.0,68.876
United Arab Emirates,ARE,2011,8734722.0,84.375
United Kingdom,GBR,2011,63258918.0,81.57
United States,USA,2011,311721632.0,80.94
Uruguay,URY,2011,3385610.0,94.61200000000001
Uzbekistan,UZB,2011,29339400.0,36.173
Vanuatu,VUT,2011,241876.0,24.894000000000002
"Venezuela, RB",VEN,2011,29427631.0,88.81
Vietnam,VNM,2011,87840000.0,31.029
Virgin Islands (U.S.),VIR,2011,105784.0,94.76
West Bank and Gaza,WBG,2011,3927051.0,74.35600000000001
"Yemen, Rep.",YEM,2011,24234940.0,32.302
Zambia,ZMB,2011,14343526.0,39.153
Zimbabwe,ZWE,2011,14255592.0,33.015
Arab World,ARB,2012,368914383.0,56.849002666697295
Caribbean small states,CSS,2012,6937108.0,41.937010408948495
Central Europe and the Baltics,CEB,2012,103935318.0,62.141847349338896
East Asia & Pacific (all income levels),EAS,2012,2233889396.0,53.818638013406286
East Asia & Pacific (developing only),EAP,2012,1991746941.0,49.8821836113451
Euro area,EMU,2012,336189482.0,75.2797339226038
Europe & Central Asia (all income levels),ECS,2012,894962840.0,70.32294539335072
Europe & Central Asia (developing only),ECA,2012,260544871.0,59.49226765505161
European Union,EUU,2012,505126520.0,74.15589967784709
Fragile and conflict affected situations,FCS,2012,450703885.0,39.9536556170219
Heavily indebted poor countries (HIPC),HPC,2012,664163813.0,33.2346476576977
High income,HIC,2012,1382476668.0,80.2434975094871
High income: nonOECD,NOC,2012,323348718.0,80.3031021234257
High income: OECD,OEC,2012,1059127950.0,80.22661125162259
Latin America & Caribbean (all income levels),LCN,2012,612617659.0,79.0589707724082
Latin America & Caribbean (developing only),LAC,2012,513587153.0,77.16020218239571
Least developed countries: UN classification,LDC,2012,888606627.0,29.9910261307628
Low & middle income,LMY,2012,5706832680.0,45.826864094646595
Low income,LIC,2012,589368162.0,28.951366538255602
Lower middle income,LMC,2012,2793702323.0,37.637139799817
Middle East & North Africa (all income levels),MEA,2012,401144535.0,63.135586948158206
Middle East & North Africa (developing only),MNA,2012,344052017.0,59.41988839065289
Middle income,MIC,2012,5117464518.0,47.7710825196653
North America,NAC,2012,348931188.0,81.1299347303973
OECD members,OED,2012,1255298168.0,79.5542547067503
Other small states,OSS,2012,20130977.0,47.5784064641248
Pacific island small states,PSS,2012,2257903.0,36.762273705292
Small states,SST,2012,29325988.0,45.4081826198392
South Asia,SAS,2012,1674923307.0,31.779612474600306
Sub-Saharan Africa (all income levels),SSF,2012,922840423.0,36.2273139483174
Sub-Saharan Africa (developing only),SSA,2012,921978391.0,36.2230002714315
Upper middle income,UMC,2012,2323762195.0,59.946775385715114
World,WLD,2012,7089309348.0,52.448805638296214
Afghanistan,AFG,2012,29726803.0,25.468000000000004
Albania,ALB,2012,2900489.0,54.33
Algeria,DZA,2012,37439427.0,68.87
American Samoa,ASM,2012,55227.0,87.413
Andorra,ADO,2012,79316.0,86.708
Angola,AGO,2012,22685632.0,41.699
Antigua and Barbuda,ATG,2012,89069.0,25.135
Argentina,ARG,2012,42095224.0,91.295
Armenia,ARM,2012,2978339.0,63.161
Aruba,ABW,2012,102393.0,42.364
Australia,AUS,2012,22728254.0,89.015
Austria,AUT,2012,8429991.0,65.86399999999999
Azerbaijan,AZE,2012,9295784.0,53.856
"Bahamas, The",BHS,2012,372388.0,82.667
Bahrain,BHR,2012,1333577.0,88.619
Bangladesh,BGD,2012,155257387.0,31.99
Barbados,BRB,2012,281580.0,31.769000000000002
Belarus,BLR,2012,9464000.0,75.467
Belgium,BEL,2012,11128246.0,97.73200000000001
Belize,BLZ,2012,336707.0,44.496
Benin,BEN,2012,10049792.0,42.667
Bermuda,BMU,2012,64798.0,100.0
Bhutan,BTN,2012,743711.0,36.368
Bolivia,BOL,2012,10238762.0,67.279
Bosnia and Herzegovina,BIH,2012,3828419.0,39.378
Botswana,BWA,2012,2132822.0,56.699
Brazil,BRA,2012,202401584.0,84.90100000000001
Brunei Darussalam,BRN,2012,405512.0,76.223
Bulgaria,BGR,2012,7305888.0,72.971
Burkina Faso,BFA,2012,16590813.0,27.346
Burundi,BDI,2012,10124572.0,11.189
Cabo Verde,CPV,2012,500870.0,63.388999999999996
Cambodia,KHM,2012,14832255.0,20.137
Cameroon,CMR,2012,21659488.0,52.677
Canada,CAN,2012,34754312.0,81.293
Cayman Islands,CYM,2012,57522.0,100.0
Central African Republic,CAF,2012,4619500.0,39.258
Chad,TCD,2012,12715465.0,22.129
Channel Islands,CHI,2012,161336.0,31.189
Chile,CHL,2012,17388437.0,88.986
China,CHN,2012,1350695000.0,51.888999999999996
Colombia,COL,2012,46881018.0,75.60300000000001
Comoros,COM,2012,733661.0,28.029
"Congo, Dem. Rep.",ZAR,2012,70291160.0,40.95
"Congo, Rep.",COG,2012,4286188.0,64.1
Costa Rica,CRI,2012,4654148.0,73.94
Cote d'Ivoire,CIV,2012,21102641.0,52.041000000000004
Croatia,HRV,2012,4267558.0,58.074
Cuba,CUB,2012,11342631.0,76.781
Curacao,CUW,2012,152088.0,89.652
Cyprus,CYP,2012,1129303.0,67.26100000000001
Czech Republic,CZE,2012,10510785.0,73.115
Denmark,DNK,2012,5591572.0,87.14200000000001
Djibouti,DJI,2012,853069.0,77.117
Dominica,DMA,2012,71685.0,68.681
Dominican Republic,DOM,2012,10155036.0,76.039
Ecuador,ECU,2012,15419493.0,63.088
"Egypt, Arab Rep.",EGY,2012,85660902.0,43.001999999999995
El Salvador,SLV,2012,6072233.0,65.28699999999999
Equatorial Guinea,GNQ,2012,773729.0,39.463
Eritrea,ERI,2012,4892233.0,21.351999999999997
Estonia,EST,2012,1322696.0,67.835
Ethiopia,ETH,2012,92191211.0,18.16
Faeroe Islands,FRO,2012,48393.0,41.323
Fiji,FJI,2012,874158.0,52.596000000000004
Finland,FIN,2012,5413971.0,83.819
France,FRA,2012,65639975.0,78.82
French Polynesia,PYF,2012,273775.0,56.218
Gabon,GAB,2012,1613489.0,86.367
"Gambia, The",GMB,2012,1807108.0,57.706
Georgia,GEO,2012,4490700.0,53.162
Germany,DEU,2012,80425823.0,74.688
Ghana,GHA,2012,25544565.0,52.068999999999996
Greece,GRC,2012,11092771.0,77.0
Greenland,GRL,2012,56810.0,85.2
Grenada,GRD,2012,105476.0,35.601
Guam,GUM,2012,162807.0,94.273
Guatemala,GTM,2012,15368759.0,50.211999999999996
Guinea,GIN,2012,11628767.0,35.748000000000005
Guinea-Bissau,GNB,2012,1714620.0,46.924
Guyana,GUY,2012,758410.0,28.319000000000003
Haiti,HTI,2012,10288828.0,54.841
Honduras,HND,2012,7736131.0,52.93
"Hong Kong SAR, China",HKG,2012,7154600.0,100.0
Hungary,HUN,2012,9920362.0,69.832
Iceland,ISL,2012,320716.0,93.84
India,IND,2012,1263589639.0,31.631
Indonesia,IDN,2012,248037853.0,51.488
"Iran, Islamic Rep.",IRN,2012,76156975.0,71.76899999999999
Iraq,IRQ,2012,32780975.0,69.175
Ireland,IRL,2012,4586897.0,62.386
Isle of Man,IMY,2012,85779.0,52.042
Israel,ISR,2012,7910500.0,91.949
Italy,ITA,2012,59539717.0,68.56
Jamaica,JAM,2012,2707805.0,54.126999999999995
Japan,JPN,2012,127561489.0,91.902
Jordan,JOR,2012,6318000.0,82.97
Kazakhstan,KAZ,2012,16791425.0,53.458
Kenya,KEN,2012,42542978.0,24.37
Kiribati,KIR,2012,106620.0,43.948
"Korea, Dem. Rep.",PRK,2012,24763353.0,60.43600000000001
"Korea, Rep.",KOR,2012,50004441.0,82.141
Kuwait,KWT,2012,3419581.0,98.294
Kyrgyz Republic,KGZ,2012,5607200.0,35.403
Lao PDR,LAO,2012,6473050.0,35.368
Latvia,LVA,2012,2034319.0,67.548
Lebanon,LBN,2012,4440728.0,87.426
Lesotho,LSO,2012,2057331.0,25.76
Liberia,LBR,2012,4190155.0,48.541000000000004
Libya,LBY,2012,6283403.0,77.988
Liechtenstein,LIE,2012,36791.0,14.365
Lithuania,LTU,2012,2987773.0,66.604
Luxembourg,LUX,2012,530946.0,89.24700000000001
"Macao SAR, China",MAC,2012,557763.0,100.0
"Macedonia, FYR",MKD,2012,2069270.0,56.958999999999996
Madagascar,MDG,2012,22293720.0,33.196
Malawi,MWI,2012,15700436.0,15.798
Malaysia,MYS,2012,29021940.0,72.52600000000001
Maldives,MDV,2012,385000.0,42.303000000000004
Mali,MLI,2012,16112333.0,37.579
Malta,MLT,2012,419455.0,94.991
Marshall Islands,MHL,2012,52663.0,71.891
Mauritania,MRT,2012,3777067.0,58.0
Mauritius,MUS,2012,1255882.0,40.164
Mexico,MEX,2012,122070963.0,78.407
"Micronesia, Fed. Sts.",FSM,2012,103516.0,22.316999999999997
Moldova,MDA,2012,3559519.0,44.857
Monaco,MCO,2012,37404.0,100.0
Mongolia,MNG,2012,2808339.0,69.472
Montenegro,MNE,2012,620601.0,63.457
Morocco,MAR,2012,32984190.0,58.696999999999996
Mozambique,MOZ,2012,25732928.0,31.416999999999998
Myanmar,MMR,2012,52543841.0,32.469
Namibia,NAM,2012,2291645.0,43.666000000000004
Nepal,NPL,2012,27500515.0,17.518
Netherlands,NLD,2012,16754962.0,88.575
New Caledonia,NCL,2012,258000.0,68.509
New Zealand,NZL,2012,4408100.0,86.2
Nicaragua,NIC,2012,5877034.0,57.841
Niger,NER,2012,17635782.0,17.986
Nigeria,NGA,2012,168240403.0,45.233999999999995
Northern Mariana Islands,MNP,2012,53314.0,89.36
Norway,NOR,2012,5018573.0,79.665
Oman,OMN,2012,3545192.0,76.204
Pakistan,PAK,2012,177392252.0,37.428000000000004
Palau,PLW,2012,20756.0,85.039
Panama,PAN,2012,3743761.0,65.69800000000001
Papua New Guinea,PNG,2012,7154870.0,12.982000000000001
Paraguay,PRY,2012,6379162.0,58.94
Peru,PER,2012,30158768.0,77.616
Philippines,PHL,2012,96017322.0,44.81
Poland,POL,2012,38063164.0,60.688
Portugal,PRT,2012,10514844.0,61.758
Puerto Rico,PRI,2012,3642281.0,93.72200000000001
Qatar,QAT,2012,2015624.0,98.946
Romania,ROM,2012,20058035.0,54.091
Russian Federation,RUS,2012,143201676.0,73.786
Rwanda,RWA,2012,10817350.0,25.894000000000002
Samoa,WSM,2012,188901.0,19.639
San Marino,SMR,2012,31172.0,94.12299999999999
Sao Tome and Principe,STP,2012,178484.0,63.265
Saudi Arabia,SAU,2012,29496047.0,82.51
Senegal,SEN,2012,13780108.0,42.781000000000006
Serbia,SRB,2012,7199077.0,55.306999999999995
Seychelles,SYC,2012,88303.0,52.915
Sierra Leone,SLE,2012,6043157.0,38.885
Singapore,SGP,2012,5312400.0,100.0
Sint Maarten (Dutch part),SXM,2012,34640.0,100.0
Slovak Republic,SVK,2012,5407579.0,54.163000000000004
Slovenia,SVN,2012,2057159.0,49.856
Solomon Islands,SLB,2012,549162.0,20.964000000000002
Somalia,SOM,2012,10033630.0,38.153
